Wed Jun 08 15:42:42 2022

Number of Points = 5608
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
-0.856095	0.023891	0.000000	0.000115	0.265848

-1.047363	0.057778	0.005005	0.000157	0.265851
-0.725086	0.002335	0.010010	0.000088	0.265847
-0.662913	-0.005917	0.015014	0.000075	0.265857
-0.526284	-0.068179	0.020019	0.000045	0.265671
-0.377259	-0.148043	0.025024	0.000014	0.265412
-0.898690	-0.113553	0.030029	0.000128	0.265151
-0.832087	-0.196383	0.035034	0.000114	0.264811
-0.991686	-0.240089	0.040038	0.000150	0.264473
-0.630158	-0.398077	0.045043	0.000071	0.264014
-0.808045	-0.477154	0.050048	0.000111	0.263491
-0.945791	-0.572716	0.055053	0.000141	0.262922
-1.177193	-0.660396	0.060058	0.000193	0.262312
-1.288047	-0.764775	0.065062	0.000218	0.261719
-1.379255	-0.879943	0.070067	0.000238	0.261090
-1.521085	-0.994686	0.075072	0.000270	0.260419
-1.223820	-1.191671	0.080077	0.000206	0.259712
-1.475060	-1.324210	0.085082	0.000261	0.258861
-1.383630	-1.515905	0.090086	0.000242	0.258005
-2.412231	-1.511456	0.095091	0.000467	0.257168
-2.742772	-1.603042	0.100096	0.000540	0.256443
-2.561596	-1.788986	0.105101	0.000501	0.255681
-3.388584	-1.798619	0.110106	0.000682	0.254937
-3.203889	-1.977863	0.115110	0.000642	0.254208
-4.233762	-1.947576	0.120115	0.000868	0.253485
-4.606431	-2.005951	0.125120	0.000950	0.252878
-5.324754	-1.992130	0.130125	0.001107	0.252334
-6.055525	-1.942400	0.135130	0.001267	0.251957
-7.181652	-1.824526	0.140134	0.001514	0.251583
-7.551767	-1.766804	0.145139	0.001595	0.251553
-6.999729	-1.913314	0.150144	0.001475	0.251291
-8.054292	-1.797353	0.155149	0.001706	0.250967
-8.701675	-1.697399	0.160154	0.001848	0.250910
-8.834915	-1.673183	0.165158	0.001878	0.250915
-8.682556	-1.742845	0.170163	0.001845	0.250695
-8.312447	-1.830563	0.175168	0.001765	0.250571
-9.661271	-1.643064	0.180173	0.002060	0.250352
-7.969003	-1.983572	0.185178	0.001691	0.250094
-8.571783	-1.971773	0.190182	0.001823	0.249633
-8.854292	-2.029808	0.195187	0.001885	0.249096
-9.571010	-1.979848	0.200192	0.002043	0.248727
-11.512409	-1.702700	0.205197	0.002467	0.248448
-10.826042	-1.815117	0.210202	0.002318	0.248471
-11.490100	-1.706331	0.215206	0.002463	0.248444
-10.709127	-1.888041	0.220211	0.002293	0.248199
-10.337379	-2.003150	0.225216	0.002213	0.247936
-11.374625	-1.940511	0.230221	0.002440	0.247352
-11.058921	-2.044718	0.235226	0.002371	0.247095
-12.964828	-1.762034	0.240230	0.002788	0.246873
-12.615516	-1.843138	0.245235	0.002712	0.246762
-13.587210	-1.693327	0.250240	0.002925	0.246676
-12.839306	-1.842030	0.255245	0.002762	0.246568
-13.235956	-1.836660	0.260250	0.002850	0.246248
-13.875376	-1.753483	0.265254	0.002990	0.246112
-13.763663	-1.806035	0.270259	0.002966	0.245939
-14.419707	-1.707040	0.275264	0.003110	0.245869
-14.413352	-1.754018	0.280269	0.003109	0.245633
-14.182913	-1.816582	0.285274	0.003059	0.245512
-14.282273	-1.879555	0.290278	0.003082	0.245101
-14.687421	-1.863177	0.295283	0.003171	0.244828
-15.545768	-1.788750	0.300288	0.003358	0.244454
-15.326508	-1.843865	0.305293	0.003311	0.244361
-16.841078	-1.636687	0.310298	0.003642	0.244092
-15.828422	-1.814482	0.315302	0.003422	0.244066
-15.654481	-1.912975	0.320307	0.003385	0.243710
