Wed Jun 08 15:14:44 2022

Number of Points = 5610
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
-1.755227	0.173612	0.000000	0.000276	0.262587

-1.306341	0.136793	0.005005	0.000179	0.262776
-1.153155	0.110822	0.010010	0.000146	0.262775
-1.547868	0.178430	0.015014	0.000233	0.262774
-1.594483	0.188052	0.020019	0.000243	0.262780
-1.406637	0.154593	0.025024	0.000203	0.262771
-1.321065	0.132677	0.030029	0.000185	0.262735
-1.861463	0.165502	0.035034	0.000303	0.262448
-1.135439	-0.006566	0.040038	0.000145	0.262217
-1.456417	-0.031247	0.045043	0.000216	0.261835
-1.647034	-0.075843	0.050048	0.000258	0.261463
-1.831462	-0.125720	0.055053	0.000299	0.261070
-1.699437	-0.233175	0.060058	0.000271	0.260660
-1.975428	-0.284977	0.065062	0.000331	0.260181
-1.695131	-0.440827	0.070067	0.000271	0.259659
-2.035261	-0.519507	0.075072	0.000346	0.258995
-2.034931	-0.652806	0.080077	0.000346	0.258347
-2.295870	-0.740674	0.085082	0.000404	0.257701
-2.525224	-0.842163	0.090086	0.000454	0.257013
-2.343637	-1.022683	0.095091	0.000415	0.256281
-3.160339	-1.027776	0.100096	0.000594	0.255570
-2.662228	-1.251424	0.105101	0.000486	0.254887
-2.529644	-1.458025	0.110106	0.000458	0.253979
-3.018710	-1.557115	0.115110	0.000565	0.253073
-3.511164	-1.642403	0.120115	0.000673	0.252229
-3.461331	-1.825465	0.125120	0.000663	0.251358
-3.513459	-1.994253	0.130125	0.000675	0.250468
-4.212165	-2.051146	0.135130	0.000828	0.249581
-4.247461	-2.215551	0.140134	0.000836	0.248721
-4.107428	-2.429290	0.145139	0.000806	0.247760
-4.483899	-2.561283	0.150144	0.000889	0.246762
-5.293342	-2.593180	0.155149	0.001067	0.245892
-4.737134	-2.863289	0.160154	0.000946	0.244996
-5.056001	-3.013411	0.165158	0.001016	0.243944
-8.424572	-2.612617	0.170163	0.001752	0.243038
-11.910350	-1.928753	0.175168	0.002513	0.243487
-9.846484	-2.303495	0.180173	0.002063	0.243373
-10.783381	-2.076646	0.185178	0.002268	0.243714
-12.348904	-1.816485	0.190182	0.002610	0.243672
-10.223776	-2.116018	0.195187	0.002147	0.244000
-12.311405	-1.753928	0.200192	0.002603	0.244023
-10.425946	-2.080996	0.205197	0.002192	0.243998
-11.026620	-1.986111	0.210202	0.002323	0.243955
-11.829651	-1.882167	0.215206	0.002499	0.243781
-11.158061	-2.016313	0.220211	0.002353	0.243680
-12.588759	-1.811262	0.225216	0.002666	0.243473
-11.406692	-2.030323	0.230221	0.002409	0.243385
-12.825283	-1.830261	0.235226	0.002719	0.243163
-12.064366	-1.985211	0.240230	0.002553	0.243033
-12.235910	-1.995315	0.245235	0.002591	0.242827
-12.084571	-2.110276	0.250240	0.002559	0.242364
-12.096630	-2.170893	0.255245	0.002562	0.242038
-13.612578	-1.994428	0.260250	0.002893	0.241606
-12.949911	-2.152478	0.265254	0.002749	0.241371
-13.453921	-2.117820	0.270259	0.002860	0.241101
-14.984469	-1.933739	0.275264	0.003194	0.240694
-14.516447	-2.002993	0.280269	0.003093	0.240748
-16.085840	-1.749820	0.285274	0.003436	0.240666
-15.416610	-1.865067	0.290278	0.003290	0.240660
-16.226604	-1.725113	0.295283	0.003467	0.240665
-15.564782	-1.872634	0.300288	0.003323	0.240484
-16.111613	-1.792428	0.305293	0.003443	0.240413
-15.529980	-1.935468	0.310298	0.003317	0.240183
-14.925815	-2.107496	0.315302	0.003186	0.239822
-15.956558	-2.039704	0.320307	0.003411	0.239252
-15.797945	-2.131346	0.325312	0.003377	0.238911
-16.737781	-2.047434	0.330317	0.003583	0.238505
-17.247854	-2.018684	0.335322	0.003694	0.238194
-16.986406	-2.105358	0.340326	0.003638	0.237971
-17.791733	-2.039681	0.345331	0.003814	0.237589
-17.646554	-2.105413	0.350336	0.003783	0.237370
-19.209166	-1.859080	0.355341	0.004125	0.237257
-18.446904	-2.040941	0.360346	0.003959	0.236983
