Wed Jun 08 15:35:44 2022

Number of Points = 5610
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
-0.575017	-0.081220	0.000000	-0.000066	0.258573

-0.634569	-0.106928	0.005005	-0.000053	0.258396
-0.841171	-0.081599	0.010010	-0.000007	0.258344
-0.817606	-0.139498	0.015014	-0.000011	0.258079
-0.522842	-0.240626	0.020019	-0.000075	0.257830
-0.977729	-0.244179	0.025024	0.000026	0.257431
-1.504671	-0.212132	0.030029	0.000141	0.257145
-0.971115	-0.371079	0.035034	0.000026	0.256811
-0.804913	-0.495423	0.040038	-0.000010	0.256339
-1.092245	-0.562259	0.045043	0.000054	0.255768
-0.634542	-0.753089	0.050048	-0.000045	0.255213
-0.746537	-0.891312	0.055053	-0.000020	0.254435
-0.699602	-1.054187	0.060058	-0.000029	0.253667
-1.001560	-1.177211	0.065062	0.000038	0.252799
-1.145593	-1.319087	0.070067	0.000070	0.251969
-1.476133	-1.429982	0.075072	0.000143	0.251131
-1.331768	-1.618854	0.080077	0.000113	0.250306
-1.347880	-1.808578	0.085082	0.000117	0.249337
-1.519092	-1.978736	0.090086	0.000155	0.248328
-1.551306	-2.174172	0.095091	0.000163	0.247308
-2.398825	-2.240722	0.100096	0.000349	0.246230
-4.054026	-2.098028	0.105101	0.000711	0.245510
-4.614482	-2.112625	0.110106	0.000834	0.244942
-4.146910	-2.304425	0.115110	0.000733	0.244365
-5.270952	-2.236977	0.120115	0.000979	0.243720
-6.278823	-2.150024	0.125120	0.001200	0.243277
-6.130643	-2.225438	0.130125	0.001169	0.243015
-7.481406	-2.076577	0.135130	0.001464	0.242587
-6.995267	-2.193354	0.140134	0.001359	0.242410
-7.599268	-2.130508	0.145139	0.001492	0.242197
-6.993282	-2.322547	0.150144	0.001360	0.241736
-7.499547	-2.304878	0.155149	0.001472	0.241374
-8.570171	-2.193616	0.160154	0.001706	0.240997
-8.341428	-2.269733	0.165158	0.001657	0.240801
-9.957339	-2.021869	0.170163	0.002010	0.240649
-9.881098	-2.035090	0.175168	0.001994	0.240645
-10.091468	-2.015383	0.180173	0.002041	0.240557
-9.803565	-2.094697	0.185178	0.001979	0.240397
-10.554116	-1.986508	0.190182	0.002144	0.240288
-11.261711	-1.906737	0.195187	0.002299	0.240069
-10.373759	-2.066580	0.200192	0.002106	0.240024
