Thu Jun 09 15:27:45 2022

Number of Points = 5604
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.073227	0.033367	0.000000	0.000040	0.282342

-1.499942	0.361115	0.005005	0.000384	0.282603
-0.308435	0.197402	0.010010	0.000124	0.282780
0.629623	0.004836	0.015014	-0.000081	0.282637
-1.047990	0.221714	0.020019	0.000285	0.282327
-1.362178	0.320026	0.025024	0.000354	0.282525
-0.365428	0.124073	0.030029	0.000136	0.282412
-0.108687	0.007686	0.035034	0.000080	0.282090
-1.533561	0.174278	0.040038	0.000391	0.281748
-1.342285	0.132190	0.045043	0.000350	0.281706
-0.252994	-0.139712	0.050048	0.000112	0.281324
-1.532871	-0.024844	0.055053	0.000391	0.280861
-1.772302	-0.047104	0.060058	0.000444	0.280579
-0.627182	-0.321726	0.065062	0.000194	0.280226
-1.179565	-0.374537	0.070067	0.000314	0.279567
-1.872174	-0.361353	0.075072	0.000466	0.279095
-1.184993	-0.608153	0.080077	0.000316	0.278513
-1.187539	-0.778035	0.085082	0.000317	0.277746
-2.348380	-0.723813	0.090086	0.000570	0.277094
-2.196461	-0.876825	0.095091	0.000537	0.276519
-2.311271	-1.007084	0.100096	0.000562	0.275839
-3.079331	-1.004484	0.105101	0.000730	0.275254
-2.895936	-1.157043	0.110106	0.000690	0.274701
-2.383736	-1.411383	0.115110	0.000578	0.273939
-3.463799	-1.410098	0.120115	0.000814	0.273099
-4.294732	-1.382726	0.125120	0.000996	0.272572
-3.183125	-1.715457	0.130125	0.000753	0.271915
-3.331299	-1.885651	0.135130	0.000786	0.271012
-5.010494	-1.741658	0.140134	0.001152	0.270350
-4.404919	-1.978610	0.145139	0.001020	0.269730
-3.809548	-2.266526	0.150144	0.000890	0.268864
-5.716102	-2.116471	0.155149	0.001306	0.268043
-6.497043	-2.077762	0.160154	0.001477	0.267599
-4.852192	-2.489572	0.165158	0.001118	0.266986
-4.993793	-2.669606	0.170163	0.001149	0.266026
-6.350702	-2.600804	0.175168	0.001445	0.265256
-6.103571	-2.782412	0.180173	0.001392	0.264596
-5.695426	-3.036219	0.185178	0.001303	0.263723
-6.834857	-3.032469	0.190182	0.001552	0.262813
-7.221484	-3.107214	0.195187	0.001636	0.262141
-6.830384	-3.331219	0.200192	0.001551	0.261388
-7.257710	-3.431712	0.205197	0.001644	0.260554
-7.768668	-3.505713	0.210202	0.001756	0.259777
-8.062312	-3.612703	0.215206	0.001820	0.259017
-8.484960	-3.691662	0.220211	0.001912	0.258284
-8.964422	-3.749415	0.225216	0.002017	0.257605
-9.145614	-3.855694	0.230221	0.002057	0.256936
-9.269635	-3.976817	0.235226	0.002084	0.256241
-9.938043	-3.999803	0.240230	0.002230	0.255568
-10.052383	-4.100737	0.245235	0.002255	0.254976
-9.830043	-4.277832	0.250240	0.002207	0.254291
-10.621964	-4.298440	0.255245	0.002379	0.253521
-11.452106	-4.272773	0.260250	0.002561	0.252945
-10.707081	-4.513949	0.265254	0.002398	0.252381
-10.441075	-4.734321	0.270259	0.002340	0.251510
-11.914996	-4.630291	0.275264	0.002662	0.250771
-12.342697	-4.652331	0.280269	0.002756	0.250295
-11.210581	-4.982984	0.285274	0.002509	0.249607
