Thu Jun 09 12:57:36 2022

Number of Points = 5606
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
-0.833955	0.031811	0.000000	0.000124	0.284565

-0.648414	0.002296	0.005005	0.000084	0.284575
-0.595471	-0.007312	0.010010	0.000072	0.284573
-0.569451	-0.012445	0.015014	0.000066	0.284570
-0.577716	-0.069283	0.020019	0.000068	0.284313
-0.516182	-0.125215	0.025024	0.000055	0.284113
-0.604434	-0.188203	0.030029	0.000074	0.283769
-0.761484	-0.232192	0.035034	0.000108	0.283456
-0.762435	-0.313136	0.040038	0.000109	0.283097
-0.831761	-0.403926	0.045043	0.000124	0.282643
-0.922745	-0.493323	0.050048	0.000144	0.282177
-0.796303	-0.640785	0.055053	0.000116	0.281618
-0.842102	-0.770636	0.060058	0.000126	0.281005
-0.667222	-0.953187	0.065062	0.000088	0.280323
-0.685341	-1.113765	0.070067	0.000092	0.279591
-0.665487	-1.312675	0.075072	0.000088	0.278713
-0.937412	-1.461476	0.080077	0.000147	0.277834
-0.963853	-1.655434	0.085082	0.000153	0.276937
-0.931328	-1.875039	0.090086	0.000146	0.275967
-0.924557	-2.092210	0.095091	0.000145	0.274985
-0.789351	-2.363418	0.100096	0.000116	0.273852
-0.751924	-2.631166	0.105101	0.000108	0.272653
-0.771981	-2.902680	0.110106	0.000112	0.271387
-1.267574	-3.091087	0.115110	0.000220	0.270123
-1.425131	-3.335751	0.120115	0.000255	0.268860
-1.436456	-3.612992	0.125120	0.000258	0.267556
-1.558517	-3.876602	0.130125	0.000284	0.266220
-1.394247	-4.195716	0.135130	0.000249	0.264847
-1.441069	-4.500766	0.140134	0.000259	0.263361
-1.183270	-4.876599	0.145139	0.000203	0.261778
-4.180109	-4.694880	0.150144	0.000857	0.260190
-19.291116	-1.905811	0.155149	0.004154	0.261177
-10.787150	-3.125293	0.160154	0.002299	0.262301
-10.307613	-3.003329	0.165158	0.002194	0.263274
-10.362863	-3.020443	0.170163	0.002206	0.263147
-9.208419	-3.167894	0.175168	0.001954	0.263385
-10.563205	-2.934248	0.180173	0.002249	0.263395
-9.518772	-3.114995	0.185178	0.002021	0.263385
-11.290598	-2.785778	0.190182	0.002408	0.263510
-9.454205	-3.113003	0.195187	0.002007	0.263447
-9.902931	-3.088542	0.200192	0.002105	0.263198
-9.948255	-3.139096	0.205197	0.002115	0.262921
-9.653549	-3.252510	0.210202	0.002051	0.262620
-10.937846	-3.126212	0.215206	0.002331	0.262175
-11.719566	-2.998942	0.220211	0.002502	0.262144
-11.947185	-2.961530	0.225216	0.002551	0.262137
-11.298766	-3.128343	0.230221	0.002410	0.261870
-12.077590	-3.016368	0.235226	0.002580	0.261768
-12.124253	-3.102228	0.240230	0.002590	0.261319
-12.439506	-3.048655	0.245235	0.002659	0.261317
-13.211005	-2.988727	0.250240	0.002827	0.260972
-13.119130	-2.996952	0.255245	0.002807	0.261008
-13.445771	-2.968071	0.260250	0.002878	0.260878
-13.314028	-3.051043	0.265254	0.002850	0.260588
-13.940559	-2.955644	0.270259	0.002986	0.260531
-13.551249	-3.076591	0.275264	0.002901	0.260270
-12.773752	-3.304567	0.280269	0.002732	0.259812
-14.410828	-3.119483	0.285274	0.003089	0.259354
-15.429496	-2.946733	0.290278	0.003311	0.259347
-14.368283	-3.195636	0.295283	0.003080	0.259021
-15.004211	-3.158470	0.300288	0.003218	0.258674
-15.881544	-3.062068	0.305293	0.003410	0.258415
-14.790956	-3.292401	0.310298	0.003172	0.258202
-15.656011	-3.224566	0.315302	0.003361	0.257813
-16.696556	-3.116009	0.320307	0.003588	0.257475
-18.383581	-2.806451	0.325312	0.003956	0.257578
-17.528781	-2.905277	0.330317	0.003769	0.257809
-17.719104	-2.923778	0.335322	0.003811	0.257560
-17.285489	-3.017433	0.340326	0.003716	0.257465
-16.506755	-3.213040	0.345331	0.003546	0.257161
-17.406384	-3.166380	0.350336	0.003743	0.256638
-17.931635	-3.124189	0.355341	0.003857	0.256406
-18.550245	-3.059651	0.360346	0.003992	0.256204
-17.992806	-3.235710	0.365350	0.003871	0.255809
-19.770370	-2.975188	0.370355	0.004258	0.255596
-19.017344	-3.117830	0.375360	0.004094	0.255528
-19.089425	-3.149489	0.380365	0.004110	0.255312
-20.755884	-2.927415	0.385370	0.004473	0.255003
-20.605987	-2.952622	0.390374	0.004441	0.255005
-20.209025	-3.021687	0.395379	0.004354	0.255000
-21.030755	-2.943580	0.400384	0.004533	0.254693
-21.120688	-2.926494	0.405389	0.004553	0.254701
-20.390578	-3.089908	0.410394	0.004394	0.254511
-21.403702	-3.005671	0.415398	0.004615	0.254073
-21.525478	-3.019392	0.420403	0.004641	0.253902
-22.602781	-2.867529	0.425408	0.004876	0.253742
-20.743034	-3.237714	0.430413	0.004471	0.253485
-23.359542	-2.861771	0.435418	0.005042	0.253131
-21.740828	-3.171844	0.440422	0.004688	0.252966
-22.088688	-3.165245	0.445427	0.004764	0.252704
-23.401697	-3.040251	0.450432	0.005051	0.252209
-22.567112	-3.208673	0.455437	0.004869	0.252082
-24.967601	-2.864770	0.460442	0.005392	0.251750
-23.602162	-3.106783	0.465446	0.005094	0.251708
-25.833441	-2.730392	0.470451	0.005581	0.251682
-24.140309	-3.060645	0.475456	0.005212	0.251480
-24.473747	-3.020932	0.480461	0.005285	0.251393
-24.871461	-3.037475	0.485466	0.005371	0.250971
-23.646952	-3.313992	0.490470	0.005104	0.250636
-26.049829	-2.956535	0.495475	0.005629	0.250368
-25.143854	-3.183408	0.500480	0.005431	0.250008
-25.967038	-3.099163	0.505485	0.005611	0.249724
-25.418591	-3.261790	0.510490	0.005491	0.249378
-26.456489	-3.147306	0.515494	0.005717	0.249061
-27.433712	-3.036629	0.520499	0.005931	0.248777
-26.812223	-3.160172	0.525504	0.005795	0.248690
-28.422706	-2.929930	0.530509	0.006146	0.248462
-28.524078	-2.912820	0.535514	0.006168	0.248461
-27.717670	-3.050434	0.540518	0.005992	0.248463
-28.410668	-2.992115	0.545523	0.006144	0.248159
-28.138926	-3.072508	0.550528	0.006084	0.247987
-28.610567	-3.022719	0.555533	0.006187	0.247831
-29.389563	-2.949523	0.560538	0.006357	0.247527
-29.044082	-3.039789	0.565542	0.006282	0.247369
-30.343035	-2.848206	0.570547	0.006565	0.247214
-28.851455	-3.144891	0.575552	0.006240	0.247004
