Thu Jun 09 11:07:12 2022

Number of Points = 5613
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
-0.229625	-0.071468	0.000000	-0.000089	0.348019

-0.308152	-0.061907	0.005005	-0.000075	0.348012
-0.303736	-0.150545	0.010010	-0.000078	0.347704
-0.539334	-0.162814	0.015014	-0.000030	0.347522
-0.425653	-0.262041	0.020019	-0.000057	0.347242
-0.093561	-0.427829	0.025024	-0.000132	0.346857
-0.014727	-0.600822	0.030029	-0.000152	0.346288
0.128200	-0.788911	0.035034	-0.000185	0.345704
-0.146877	-0.915372	0.040038	-0.000128	0.345084
-0.449259	-1.044565	0.045043	-0.000064	0.344437
-0.575133	-1.212642	0.050048	-0.000039	0.343755
-0.745397	-1.378731	0.055053	-0.000004	0.343053
-0.559094	-1.602172	0.060058	-0.000048	0.342361
-0.749221	-1.802006	0.065062	-0.000008	0.341520
-0.632208	-2.062358	0.070067	-0.000036	0.340646
-0.467963	-2.333340	0.075072	-0.000075	0.339761
-0.599035	-2.597932	0.080077	-0.000049	0.338711
-0.450287	-2.924430	0.085082	-0.000083	0.337606
-0.431413	-3.244246	0.090086	-0.000090	0.336439
-0.187581	-3.623871	0.095091	-0.000145	0.335188
-0.586091	-3.909713	0.100096	-0.000061	0.333874
-0.671265	-4.258233	0.105101	-0.000045	0.332520
-0.943999	-4.568104	0.110106	0.000013	0.331185
-1.180817	-4.871360	0.115110	0.000062	0.329894
-1.000710	-5.280203	0.120115	0.000020	0.328466
-0.897252	-5.691146	0.125120	-0.000005	0.326973
-0.806449	-6.118063	0.130125	-0.000027	0.325405
-0.909056	-6.527906	0.135130	-0.000007	0.323767
-1.270027	-6.900240	0.140134	0.000070	0.322095
-2.127368	-7.169749	0.145139	0.000255	0.320486
-13.718716	-5.342299	0.150144	0.002782	0.319908
-12.942353	-5.099839	0.155149	0.002609	0.321377
-11.075300	-5.256195	0.160154	0.002199	0.322015
-10.949602	-5.177047	0.165158	0.002169	0.322414
-10.364516	-5.190521	0.170163	0.002039	0.322756
-9.711181	-5.294012	0.175168	0.001894	0.322795
-9.202928	-5.423588	0.180173	0.001780	0.322637
-10.036922	-5.317752	0.185178	0.001960	0.322503
-10.615905	-5.221480	0.190182	0.002083	0.322501
-10.230432	-5.365344	0.195187	0.001997	0.322206
-10.293878	-5.403285	0.200192	0.002008	0.322025
