Thu Jun 09 15:51:52 2022

Number of Points = 5621
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.104522	-0.115908	0.000000	-0.000146	0.277058

-0.253700	-0.123435	0.005005	-0.000068	0.276746
-0.086564	-0.182046	0.010010	-0.000104	0.276609
-0.180938	-0.227868	0.015014	-0.000083	0.276327
0.023616	-0.342149	0.020019	-0.000127	0.275966
-0.114716	-0.409124	0.025024	-0.000097	0.275553
-0.090003	-0.518864	0.030029	-0.000102	0.275071
-0.096903	-0.638111	0.035034	-0.000100	0.274521
-0.235908	-0.744513	0.040038	-0.000069	0.273925
-0.299612	-0.871772	0.045043	-0.000055	0.273291
-0.210850	-1.033338	0.050048	-0.000074	0.272618
-0.155454	-1.220396	0.055053	-0.000085	0.271799
-0.035158	-1.421893	0.060058	-0.000111	0.270962
-0.172672	-1.596871	0.065062	-0.000081	0.270041
-0.050033	-1.831310	0.070067	-0.000107	0.269047
-0.110623	-2.051641	0.075072	-0.000093	0.267970
-0.294747	-2.252027	0.080077	-0.000053	0.266882
-0.341619	-2.484403	0.085082	-0.000042	0.265749
-0.370122	-2.720221	0.090086	-0.000035	0.264610
-0.159157	-3.025282	0.095091	-0.000081	0.263332
-0.118546	-3.318333	0.100096	-0.000089	0.261966
-0.562675	-3.531571	0.105101	0.000008	0.260577
-0.353462	-3.850819	0.110106	-0.000037	0.259209
-0.618591	-4.108839	0.115110	0.000021	0.257736
-0.695847	-4.404560	0.120115	0.000039	0.256229
-0.687444	-4.710375	0.125120	0.000037	0.254734
-0.721282	-5.030563	0.130125	0.000045	0.253124
-0.687034	-5.374408	0.135130	0.000038	0.251443
-0.924658	-5.668843	0.140134	0.000091	0.249766
-0.856021	-6.031602	0.145139	0.000076	0.247997
-1.008831	-6.359343	0.150144	0.000110	0.246201
-1.216919	-6.675849	0.155149	0.000156	0.244400
-1.291497	-7.021126	0.160154	0.000173	0.242556
-1.264968	-7.389531	0.165158	0.000168	0.240667
-1.207637	-7.775046	0.170163	0.000156	0.238701
-1.354248	-8.136868	0.175168	0.000188	0.236659
-1.489422	-8.497639	0.180173	0.000218	0.234616
-1.535411	-8.881251	0.185178	0.000229	0.232513
-1.611202	-9.263601	0.190182	0.000246	0.230371
-1.507186	-9.684628	0.195187	0.000224	0.228165
-1.566445	-10.086437	0.200192	0.000237	0.225889
-1.693616	-10.481142	0.205197	0.000266	0.223565
-2.106044	-10.823327	0.210202	0.000356	0.221237
-1.888528	-11.270771	0.215206	0.000309	0.218899
-2.039635	-11.668165	0.220211	0.000343	0.216461
-2.035958	-12.089978	0.225216	0.000343	0.214006
-1.866112	-12.554066	0.230221	0.000306	0.211442
