Thu Jun 09 11:48:15 2022

Number of Points = 5604
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
-0.349686	-0.042950	0.000000	-0.000036	0.260241

-0.300431	-0.104975	0.005005	-0.000046	0.259982
-0.236906	-0.135648	0.010010	-0.000060	0.259887
-0.438261	-0.145758	0.015014	-0.000016	0.259672
-0.802178	-0.149748	0.020019	0.000063	0.259352
-0.663612	-0.213055	0.025024	0.000033	0.259160
-0.668705	-0.279743	0.030029	0.000034	0.258833
-0.633075	-0.371457	0.035034	0.000027	0.258418
-0.494660	-0.491696	0.040038	-0.000004	0.257949
-0.489545	-0.613955	0.045043	-0.000005	0.257358
-0.468733	-0.748737	0.050048	-0.000009	0.256717
-0.763027	-0.833586	0.055053	0.000055	0.256056
-1.145537	-0.897604	0.060058	0.000139	0.255421
-1.072349	-1.046822	0.065062	0.000123	0.254749
-1.214081	-1.173082	0.070067	0.000154	0.254007
-1.136514	-1.347332	0.075072	0.000137	0.253211
-1.138053	-1.512695	0.080077	0.000138	0.252390
-1.355894	-1.657343	0.085082	0.000185	0.251484
-1.507883	-1.808748	0.090086	0.000218	0.250598
-1.831734	-1.935127	0.095091	0.000289	0.249686
-1.712204	-2.147227	0.100096	0.000263	0.248722
-1.908679	-2.312926	0.105101	0.000306	0.247715
-1.771235	-2.547622	0.110106	0.000276	0.246643
-1.778669	-2.765802	0.115110	0.000278	0.245525
-2.209967	-2.920937	0.120115	0.000372	0.244352
-2.341355	-3.120506	0.125120	0.000401	0.243210
-2.686197	-3.288307	0.130125	0.000477	0.242037
-3.022577	-3.455343	0.135130	0.000550	0.240871
-3.162577	-3.633807	0.140134	0.000581	0.239814
-3.397851	-3.818441	0.145139	0.000632	0.238635
-3.586869	-4.013240	0.150144	0.000674	0.237438
-3.461661	-4.265707	0.155149	0.000647	0.236215
-3.760444	-4.448446	0.160154	0.000712	0.234970
-4.167752	-4.616007	0.165158	0.000801	0.233700
-4.393175	-4.809574	0.170163	0.000850	0.232450
-4.686011	-4.989334	0.175168	0.000914	0.231207
-4.698924	-5.206954	0.180173	0.000917	0.230011
-5.046573	-5.391615	0.185178	0.000993	0.228676
-5.227142	-5.593607	0.190182	0.001033	0.227394
