Thu Jun 09 11:19:33 2022

Number of Points = 5606
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
-0.595344	-0.064734	0.000000	-0.000045	0.272597

-1.038498	-0.026306	0.005005	0.000052	0.272424
-1.162308	-0.006002	0.010010	0.000080	0.272419
-1.019869	-0.028553	0.015014	0.000049	0.272426
-0.973217	-0.102866	0.020019	0.000039	0.272120
-1.171249	-0.118462	0.025024	0.000082	0.271891
-1.148561	-0.182808	0.030029	0.000078	0.271611
-1.274333	-0.233487	0.035034	0.000106	0.271277
-1.383841	-0.286612	0.040038	0.000130	0.270943
-1.724255	-0.321531	0.045043	0.000204	0.270511
-1.745676	-0.396022	0.050048	0.000209	0.270148
-1.643385	-0.511769	0.055053	0.000187	0.269690
-1.750308	-0.614096	0.060058	0.000211	0.269128
-2.024806	-0.693596	0.065062	0.000271	0.268538
-1.947811	-0.828405	0.070067	0.000255	0.267968
-2.231495	-0.918276	0.075072	0.000317	0.267319
-2.258422	-1.051203	0.080077	0.000323	0.266672
-2.215463	-1.217285	0.085082	0.000314	0.265924
-1.938568	-1.426124	0.090086	0.000254	0.265160
-2.375683	-1.535681	0.095091	0.000350	0.264287
-2.425427	-1.714558	0.100096	0.000361	0.263395
-2.693046	-1.858411	0.105101	0.000420	0.262490
-2.851890	-2.027641	0.110106	0.000455	0.261549
-3.421231	-2.111863	0.115110	0.000580	0.260676
-3.393811	-2.287909	0.120115	0.000574	0.259850
-3.518090	-2.464604	0.125120	0.000602	0.258892
-3.829208	-2.606246	0.130125	0.000670	0.257946
-3.636144	-2.846447	0.135130	0.000629	0.256936
-3.559197	-3.085228	0.140134	0.000612	0.255831
-4.106754	-3.204284	0.145139	0.000732	0.254786
-4.506571	-3.358481	0.150144	0.000820	0.253687
-4.603084	-3.553079	0.155149	0.000841	0.252640
-5.033592	-3.694055	0.160154	0.000936	0.251572
-5.350807	-3.839688	0.165158	0.001005	0.250573
-5.445670	-4.024988	0.170163	0.001026	0.249561
-5.350676	-4.263577	0.175168	0.001006	0.248440
-5.741438	-4.417032	0.180173	0.001092	0.247325
-5.577052	-4.681387	0.185178	0.001056	0.246123
-5.809928	-4.871703	0.190182	0.001108	0.244947
-6.539042	-4.980662	0.195187	0.001267	0.243747
-6.693338	-5.169159	0.200192	0.001301	0.242637
-6.810078	-5.376204	0.205197	0.001327	0.241460
-7.331115	-5.502997	0.210202	0.001441	0.240335
-7.534096	-5.676460	0.215206	0.001486	0.239245
-7.549709	-5.899159	0.220211	0.001490	0.238060
-7.853809	-6.073927	0.225216	0.001557	0.236861
-8.357447	-6.196376	0.230221	0.001667	0.235753
-8.256228	-6.428300	0.235226	0.001645	0.234608
-8.364350	-6.641898	0.240230	0.001669	0.233363
-8.714027	-6.812639	0.245235	0.001746	0.232119
-10.747720	-6.682424	0.250240	0.002190	0.230938
-39.615331	-1.378198	0.255245	0.008490	0.232903
-18.949728	-4.127099	0.260250	0.003980	0.237108
-30.192166	-1.730192	0.265254	0.006433	0.239597
-19.086742	-3.288342	0.270259	0.004010	0.241380
-21.178120	-2.565015	0.275264	0.004466	0.243271
-18.204270	-2.984868	0.280269	0.003817	0.243728
-16.688769	-3.079990	0.285274	0.003487	0.244570
-17.378037	-2.972143	0.290278	0.003637	0.244517
-15.584078	-3.235382	0.295283	0.003246	0.244740
-16.229525	-3.185144	0.300288	0.003387	0.244430
-15.358475	-3.358412	0.305293	0.003198	0.244305
