n,E (GPa),sy (GPa),C (GPa),dP/dh (N/m),WpWt
0.1524880341274802,124.05013972713154,2.608332192652755,136.59746056287173,121212.41328462727,0.6142320535941104
0.25821568586997523,167.0475064319885,2.382870545634472,161.67910067599811,157817.1701734772,0.6452037211815033
0.06727547523078037,164.38958345258513,0.9635161786558631,81.9071636798648,192862.49373164843,0.8642083793570267
0.10668445071049792,59.60691269844186,0.19294825931690213,21.34406564480642,79611.09796729988,0.9117990647590256
0.021014756060837747,76.83506086799136,2.322633666998098,96.29627087868508,77316.36568554465,0.5761987304442773
0.3552633055630844,70.54765490998199,0.5711549826108534,60.097028178788115,73895.97116385296,0.7136634123938339
0.3181132660943037,132.7655887859959,0.6862095743521283,86.78544819586968,137654.2363767351,0.7801458823621678
0.4990797508620698,28.67278673298238,0.12770406488284622,23.173285403749603,30104.51279601857,0.7180450157540602
0.03544426053413413,39.617024917738945,0.3781005499339027,27.195685263896188,50676.0664186676,0.8292084320880244
0.3555534194321372,120.80573226597699,3.1100379566221075,155.17366464436992,108293.78641351,0.4968149497843384
0.2086525792978538,191.03465275190447,1.153454157119974,115.6099478539108,197342.98952357934,0.8022008465891014
0.03975513549156051,184.67598184814634,3.5276145248892985,179.49988711227363,179757.43559507752,0.6659403587676362
0.38540834566790966,46.71404143924995,0.36733582995159597,40.85193605368087,49524.180523308416,0.7074707639409741
0.23642544326405196,112.35512811276931,2.756222629550335,136.89304521505318,105850.58415468938,0.5509434053353085
0.3852904537672705,189.9730693412066,0.7791282629206607,120.5966009643831,182395.7405618158,0.7650177293616941
0.2527466016962451,50.64222098771933,0.8637266232337424,55.45288872964233,52921.918592592236,0.6372155348149281
0.021715467747176864,72.11665937119989,0.600924435447035,44.17277657445692,91866.84660741549,0.8485598842736243
0.49367197252452427,68.87104197036231,0.19681344707001436,46.528141560110456,70853.91137324818,0.7585437419932319
0.3981967780622389,147.3290601594548,3.148510278513035,178.733548241334,129717.52550901953,0.5138116021562973
0.20473087346683683,129.75595471033864,4.277566440486357,171.9746438302886,116274.91120296612,0.4874656275126424
0.11356441490714214,94.27310508404493,0.4903095992738898,47.08466804082655,115850.59159139147,0.8675696763526043
0.08679629599761596,33.53049747917942,0.266628376245278,21.65702271504122,42676.683696093416,0.8358741989746643
0.0712970840194313,165.33118449210556,0.2555764906444527,30.014877864971975,214168.2325302146,0.95155632941616
0.34459361606562955,16.62121062876677,0.3768608200817701,21.57564343322466,16930.632923693116,0.5521407974314417
0.3180617525833541,36.05826509011433,0.543838449010203,39.220734057639966,37805.20306997993,0.6370112838693239
0.4964937414904485,162.05655035285952,1.5399638267954012,159.46351000120245,144610.11584005647,0.6024558703577158
0.2403927613863563,70.25152866742405,1.1229675655818254,73.63656265320154,72775.53687118493,0.6507368049927845
0.17450744226344572,49.57425845369795,1.9565477655606627,72.49846656554524,47452.35653949788,0.47192587995708873
0.2829017024991515,145.12824337965293,2.3510894885860347,151.53278147112366,136839.63616437512,0.614334483188449
0.38343686466195176,117.02906356294983,0.6872421192707187,88.25334458570595,117890.60393810656,0.734441151262681
0.30469553228827156,56.61910419080948,1.6935608702178495,77.85875700516458,54049.61664920972,0.49640660056355107
0.4515962986376553,154.9113535445902,1.7357652075801002,156.09014921577415,140170.0003022686,0.6017818453103188
0.42012452530099714,159.36577292416627,3.90765396866071,201.75887891522433,136031.0727786249,0.4774376830771134
0.30874205741275607,164.41816835631926,4.9552608776259355,213.5096710856281,140064.86645217933,0.46758386949319436
0.15369576964433385,50.4352599006762,0.8974914529500885,53.31874411765414,54519.29565082268,0.6676770628766061
0.12961421708593424,38.72313878445212,0.47108635148947314,33.39064109809542,45144.35821375673,0.7537385445148542
0.15825728691596763,147.9212673452405,4.224716373392553,182.31805388956124,134600.20307822447,0.5327546792319892
0.1748009034967803,139.3651196637388,5.221496309139794,190.03139777842978,122242.00952448185,0.4628258954212072
0.01789352028240354,62.996738356841114,1.6599956419888018,74.7486524337837,66148.4029088979,0.6186384042896786
0.35118347038369674,119.30089063985452,0.7046464273991683,86.76262780990623,121924.99176390757,0.7496471637782386
0.36179089176199114,41.60847382584782,0.8697548755088605,52.16420659156379,41368.187405048615,0.5559045229930938
0.26271150850027003,38.065364436729425,1.5089095607183576,57.18010154437584,36067.395431602214,0.4488936373411215
0.43109464295965505,152.29452933489767,2.334559550110084,168.2445151501637,136086.06201984864,0.5607164119016028
0.0035887739506550442,184.3190701586447,4.81478255902552,204.35450649283945,171166.5091307909,0.5955555660613001
0.15030243845536512,86.98051535719375,2.9708763279004393,117.88656504894183,82219.06120582826,0.5052329224006673
0.1549491123431994,165.04682057479172,4.157555415324486,192.1053347020656,150570.27948692782,0.5607864353769817
0.22251822546682049,38.745254908500506,0.39939763570051623,33.08416956616705,43875.64292461721,0.7430440385127935
0.12786249658351312,40.19630649001643,0.34902841307272364,28.57278729351498,48873.21339291341,0.8074321591076146
