1.368872985839843750e+02 1.438263397216796875e+02 1.617390594482421875e+02 8.219207763671875000e+01 1.332275085449218750e+02 1.400205688476562500e+02 1.419847106933593750e+02 8.513893890380859375e+01 9.417456817626953125e+01 5.815982437133789062e+01 7.538813781738281250e+01 3.710955429077148438e+01 4.510549545288085938e+01 2.891823196411132812e+01 2.821898651123046875e+01 5.857888793945312500e+01 2.907445144653320312e+01 3.315330123901367188e+01 2.849842071533203125e+01 1.689841270446777344e+01 3.079829978942871094e+01 2.924654960632324219e+01 2.344982910156250000e+01 2.506266212463378906e+01 2.958476066589355469e+01
1.348054504394531250e+02 1.418875579833984375e+02 1.615841674804687500e+02 8.512435913085937500e+01 1.330241088867187500e+02 1.375876007080078125e+02 1.415674133300781250e+02 8.773853302001953125e+01 9.944606781005859375e+01 5.948740386962890625e+01 7.700406646728515625e+01 4.225238418579101562e+01 4.788850021362304688e+01 3.428744125366210938e+01 3.303723526000976562e+01 6.247563934326171875e+01 3.189490318298339844e+01 3.412855529785156250e+01 3.379084777832031250e+01 1.896170425415039062e+01 3.208659744262695312e+01 2.996712112426757812e+01 2.661053848266601562e+01 2.767874526977539062e+01 3.040695762634277344e+01
1.363989257812500000e+02 1.411036376953125000e+02 1.608545227050781250e+02 8.776718902587890625e+01 1.338749389648437500e+02 1.409707183837890625e+02 1.445974121093750000e+02 8.667476654052734375e+01 1.003633499145507812e+02 5.866208267211914062e+01 7.619914245605468750e+01 4.130997467041015625e+01 4.797857284545898438e+01 2.965242195129394531e+01 2.927980422973632812e+01 6.244589233398437500e+01 3.131839752197265625e+01 3.442403411865234375e+01 3.129540061950683594e+01 1.779360008239746094e+01 3.186137390136718750e+01 2.990925025939941406e+01 2.520613479614257812e+01 2.692679023742675781e+01 2.998195266723632812e+01
1.332350006103515625e+02 1.395963439941406250e+02 1.587407073974609375e+02 8.917704010009765625e+01 1.325546112060546875e+02 1.372192230224609375e+02 1.414381561279296875e+02 8.770436859130859375e+01 1.018807525634765625e+02 5.980467987060546875e+01 7.745388793945312500e+01 4.294458389282226562e+01 4.843681716918945312e+01 3.448281860351562500e+01 3.360214996337890625e+01 6.436652374267578125e+01 3.294897460937500000e+01 3.485625457763671875e+01 3.501969528198242188e+01 2.023727416992187500e+01 3.270084762573242188e+01 3.061692428588867188e+01 2.781055831909179688e+01 2.889910507202148438e+01 3.128942871093750000e+01
1.413697052001953125e+02 1.460405273437500000e+02 1.637731781005859375e+02 7.427855682373046875e+01 1.329599304199218750e+02 1.428668670654296875e+02 1.424349517822265625e+02 8.185134887695312500e+01 8.746786499023437500e+01 5.663209915161132812e+01 7.314077758789062500e+01 2.952006912231445312e+01 3.923588943481445312e+01 2.210240364074707031e+01 2.216283798217773438e+01 4.919119262695312500e+01 2.256706809997558594e+01 2.784995651245117188e+01 2.248236465454101562e+01 1.246728706359863281e+01 2.902276802062988281e+01 2.417614173889160156e+01 1.806521415710449219e+01 1.871250152587890625e+01 2.124462699890136719e+01
1.376368103027343750e+02 1.426389465332031250e+02 1.617273712158203125e+02 8.003479003906250000e+01 1.327470245361328125e+02 1.401573486328125000e+02 1.415951690673828125e+02 8.469275665283203125e+01 9.453117370605468750e+01 5.678379058837890625e+01 7.435752105712890625e+01 3.491615676879882812e+01 4.289897537231445312e+01 2.495802307128906250e+01 2.494747161865234375e+01 5.355372619628906250e+01 2.631297111511230469e+01 3.021962928771972656e+01 2.635033226013183594e+01 1.455447006225585938e+01 3.218461608886718750e+01 2.616256523132324219e+01 2.088208770751953125e+01 2.185937690734863281e+01 2.482403373718261719e+01
1.391027374267578125e+02 1.443899841308593750e+02 1.620669555664062500e+02 7.705886840820312500e+01 1.321980590820312500e+02 1.408091125488281250e+02 1.416835937500000000e+02 8.382838439941406250e+01 8.908610534667968750e+01 5.587013244628906250e+01 7.338090515136718750e+01 3.235103607177734375e+01 4.052105331420898438e+01 2.519033622741699219e+01 2.508245277404785156e+01 5.084971618652343750e+01 2.387956428527832031e+01 2.664170646667480469e+01 2.533342170715332031e+01 1.301474094390869141e+01 2.910674095153808594e+01 2.268903541564941406e+01 1.928226089477539062e+01 1.957881927490234375e+01 2.025757026672363281e+01
1.383779602050781250e+02 1.428002471923828125e+02 1.613513793945312500e+02 8.276365661621093750e+01 1.306486053466796875e+02 1.406210632324218750e+02 1.419293670654296875e+02 8.484066772460937500e+01 9.519269561767578125e+01 5.726409149169921875e+01 7.457199096679687500e+01 3.611260223388671875e+01 4.402801513671875000e+01 2.734072685241699219e+01 2.680444145202636719e+01 5.515844345092773438e+01 2.802015495300292969e+01 3.175508689880371094e+01 2.780108070373535156e+01 1.540273189544677734e+01 3.030988883972167969e+01 2.750351715087890625e+01 2.198826789855957031e+01 2.349972534179687500e+01 2.641321182250976562e+01
1.374381713867187500e+02 1.456985168457031250e+02 1.629651947021484375e+02 7.710880279541015625e+01 1.332737426757812500e+02 1.406948394775390625e+02 1.421556243896484375e+02 8.180815124511718750e+01 9.064260101318359375e+01 5.765224838256835938e+01 7.404631805419921875e+01 3.240026092529296875e+01 4.106961059570312500e+01 2.329282760620117188e+01 2.363383483886718750e+01 5.354453659057617188e+01 2.600575828552246094e+01 3.132460975646972656e+01 2.461957359313964844e+01 1.433018112182617188e+01 3.039740753173828125e+01 2.747320747375488281e+01 2.061738777160644531e+01 2.200935363769531250e+01 2.562026405334472656e+01
1.351135711669921875e+02 1.403376617431640625e+02 1.584877471923828125e+02 8.515986633300781250e+01 1.302137145996093750e+02 1.388440704345703125e+02 1.431392364501953125e+02 8.781466674804687500e+01 9.685372161865234375e+01 5.930187988281250000e+01 7.640171051025390625e+01 4.084629821777343750e+01 4.727807235717773438e+01 3.164459609985351562e+01 3.066668319702148438e+01 6.127712631225585938e+01 3.155790519714355469e+01 3.362474822998046875e+01 3.168228340148925781e+01 1.848156547546386719e+01 3.315534973144531250e+01 2.968209838867187500e+01 2.552048110961914062e+01 2.710219001770019531e+01 2.956586456298828125e+01
