# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 9.901118469238281250e+01 9.877298736572265625e+01 2.942102193832397461e+00 0.000000000000000000e+00 1.004883117675781250e+02 2.942102193832397461e+00 1.004883171532761992e+02 1.004883171532761992e+02 2.220679321054974398e-01 2.220679321054974398e-01
1.000000000000000000e+03 7.255497741699218750e+01 6.770157623291015625e+01 3.180704116821289062e+00 0.000000000000000000e+00 7.715447235107421875e+01 3.180704116821289062e+00 7.735357370718719494e+01 7.715446889527892438e+01 4.437153807211503320e+00 4.474048617367196279e+00
2.000000000000000000e+03 2.490364074707031250e+01 1.882893180847167969e+01 4.422946929931640625e+00 0.000000000000000000e+00 8.704354286193847656e+00 4.422946929931640625e+00 9.033560926058946450e+00 8.704355199641421237e+00 8.171824559549197176e+00 8.227907242982910319e+00
3.000000000000000000e+03 4.506951332092285156e+00 2.581316232681274414e+00 4.770446300506591797e+00 0.000000000000000000e+00 8.398500442504882812e+00 4.770446300506591797e+00 8.924471648527418921e+00 8.398500506754531969e+00 7.733781520332309256e+00 7.989921642116629030e+00
4.000000000000000000e+03 3.882256031036376953e+00 2.071263074874877930e+00 4.693528175354003906e+00 0.000000000000000000e+00 9.905035018920898438e+00 4.693528175354003906e+00 1.030001954083986959e+01 9.905034933658077634e+00 7.766068655387336150e+00 7.630783782398109061e+00
5.000000000000000000e+03 3.629317998886108398e+00 1.806497335433959961e+00 4.615719795227050781e+00 0.000000000000000000e+00 1.031253623962402344e+01 4.615719795227050781e+00 1.061479033912631920e+01 1.031253541643720695e+01 7.801949043868387612e+00 7.634707596599715984e+00
6.000000000000000000e+03 3.498577833175659180e+00 1.693357586860656738e+00 4.551444053649902344e+00 0.000000000000000000e+00 1.062703132629394531e+01 4.551444053649902344e+00 1.085844426978264110e+01 1.062703179124572372e+01 7.849967962909426333e+00 7.706085293760422950e+00
7.000000000000000000e+03 3.427925586700439453e+00 1.561683893203735352e+00 4.489706039428710938e+00 0.000000000000000000e+00 1.107965660095214844e+01 4.489706039428710938e+00 1.128449585295214064e+01 1.107965662117034533e+01 7.987115573259625734e+00 7.867998704204974381e+00
8.000000000000000000e+03 3.367979764938354492e+00 1.376679539680480957e+00 4.437781333923339844e+00 0.000000000000000000e+00 1.138105106353759766e+01 4.437781333923339844e+00 1.151931451589922339e+01 1.138105117568558278e+01 8.059165362881371308e+00 7.958075066482574123e+00
9.000000000000000000e+03 3.306873798370361328e+00 1.207220435142517090e+00 4.388807773590087891e+00 0.000000000000000000e+00 1.153114986419677734e+01 4.388807773590087891e+00 1.162290547059279611e+01 1.153115051117272749e+01 8.094896099052460769e+00 8.027390265898029398e+00
1.000000000000000000e+04 3.253716230392456055e+00 1.176164746284484863e+00 4.339425086975097656e+00 0.000000000000000000e+00 1.147942447662353516e+01 4.339425086975097656e+00 1.153940452443497122e+01 1.147942422764327652e+01 8.074626121848456961e+00 8.025949305704017434e+00
1.100000000000000000e+04 3.189428806304931641e+00 1.172218561172485352e+00 4.293558597564697266e+00 0.000000000000000000e+00 1.141162586212158203e+01 4.293558597564697266e+00 1.144851186369026763e+01 1.141162671804179496e+01 8.044109756945495349e+00 8.015652321545454484e+00
1.200000000000000000e+04 3.163253068923950195e+00 1.086211800575256348e+00 4.249374389648437500e+00 0.000000000000000000e+00 1.142547225952148438e+01 4.249374389648437500e+00 1.144601186132871184e+01 1.142547246006381378e+01 8.054633390822992567e+00 8.042080012140914391e+00
1.300000000000000000e+04 3.126671552658081055e+00 1.011444211006164551e+00 4.208353996276855469e+00 0.000000000000000000e+00 1.142411899566650391e+01 4.208353996276855469e+00 1.143118853861342643e+01 1.142411866990978986e+01 8.055575667507060444e+00 8.052741200948982936e+00
1.400000000000000000e+04 3.101706504821777344e+00 9.591969251632690430e-01 4.170257568359375000e+00 0.000000000000000000e+00 1.140559005737304688e+01 4.170257568359375000e+00 1.140092854401897959e+01 1.140559181732748861e+01 8.050497337488362604e+00 8.054487744961598139e+00
1.500000000000000000e+04 3.083669185638427734e+00 9.688189625740051270e-01 4.132967948913574219e+00 0.000000000000000000e+00 1.142709159851074219e+01 4.132967948913574219e+00 1.140695222548391108e+01 1.142709174513456283e+01 8.063715326059107014e+00 8.067227508811606995e+00
1.600000000000000000e+04 3.046167373657226562e+00 8.667787909507751465e-01 4.096521854400634766e+00 0.000000000000000000e+00 1.141482448577880859e+01 4.096521854400634766e+00 1.137934247125626896e+01 1.141482461659821546e+01 8.067380319970556712e+00 8.073098023023234759e+00
1.700000000000000000e+04 3.036258935928344727e+00 8.470685482025146484e-01 4.059056758880615234e+00 0.000000000000000000e+00 1.143723964691162109e+01 4.059056758880615234e+00 1.138316526371853676e+01 1.143723982594403132e+01 8.079387872338966048e+00 8.092279630703018256e+00
1.800000000000000000e+04 3.015843868255615234e+00 8.336848020553588867e-01 4.024808406829833984e+00 0.000000000000000000e+00 1.144556522369384766e+01 4.024808406829833984e+00 1.137877022993753684e+01 1.144556615328358795e+01 8.087228979582988586e+00 8.108877586663565395e+00
1.900000000000000000e+04 3.014269113540649414e+00 7.927974462509155273e-01 3.991720438003540039e+00 0.000000000000000000e+00 1.148685836791992188e+01 3.991720438003540039e+00 1.140809430997499341e+01 1.148685940029224817e+01 8.105600509388279917e+00 8.134135664574964508e+00
