1.000000000000000056e-01 2.551281704560737773e-01
2.999999999999999889e-01 3.859856485583030294e-01
0.000000000000000000e+00 0.000000000000000000e+00
1.459641279999999985e-01 0.000000000000000000e+00
1.662947999999999857e-02 0.000000000000000000e+00
1.799143830000000110e-01 1.090374732840125732e-01
2.484995710000000024e-01 8.064392323958256836e-02
2.004214639999999936e-01 4.022431007119364917e-03
6.937505700000000386e-02 2.691533595468127982e-01
1.734755339999999868e-01 0.000000000000000000e+00
4.541143000000000263e-02 0.000000000000000000e+00
1.373424299999999876e-01 2.539793951939111130e-02
1.547918259999999935e-01 1.300797704426229495e-01
2.117307910000000015e-01 0.000000000000000000e+00
