6.603598594665527344e-01 6.330232024192810059e-01 6.641601324081420898e-01 6.677573919296264648e-01 6.637872457504272461e-01 6.952319145202636719e-01
6.504834294319152832e-01 6.252940893173217773e-01 6.546086072921752930e-01 6.484214067459106445e-01 6.417930722236633301e-01 6.779559850692749023e-01
6.637477278709411621e-01 6.428933143615722656e-01 6.670677065849304199e-01 6.718285083770751953e-01 6.656514406204223633e-01 6.976178884506225586e-01
6.686816811561584473e-01 6.656156778335571289e-01 6.709583997726440430e-01 6.829493045806884766e-01 6.721887588500976562e-01 7.087057232856750488e-01
6.568024754524230957e-01 6.530590653419494629e-01 6.594534516334533691e-01 6.781200170516967773e-01 6.761822700500488281e-01 6.984186172485351562e-01
6.630327701568603516e-01 6.432688832283020020e-01 6.669401526451110840e-01 6.662825345993041992e-01 6.628280282020568848e-01 6.937887668609619141e-01
6.419236063957214355e-01 6.230876445770263672e-01 6.461247205734252930e-01 6.600953340530395508e-01 6.673538684844970703e-01 6.836468577384948730e-01
6.674436330795288086e-01 6.562337279319763184e-01 6.709609627723693848e-01 6.763026714324951172e-01 6.670548915863037109e-01 7.044360041618347168e-01
6.596157550811767578e-01 6.288769841194152832e-01 6.638560891151428223e-01 6.561016440391540527e-01 6.489944458007812500e-01 6.863576173782348633e-01
6.581653952598571777e-01 6.322962641716003418e-01 6.626852750778198242e-01 6.621230244636535645e-01 6.622156500816345215e-01 6.889088153839111328e-01
