Sat Jun 04 16:02:21 2022

Number of Points = 5614
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
-0.640255	0.050259	0.000000	0.000067	0.294244

0.021926	-0.097723	0.005005	-0.000078	0.294084
-0.482651	-0.030578	0.010010	0.000032	0.293996
-0.141464	-0.132578	0.015014	-0.000042	0.293795
-0.317240	-0.171352	0.020019	-0.000004	0.293477
-0.299941	-0.235028	0.025024	-0.000008	0.293197
-0.328534	-0.312880	0.030029	-0.000001	0.292814
-0.487529	-0.382847	0.035034	0.000033	0.292364
-0.171147	-0.539694	0.040038	-0.000036	0.291888
-0.674527	-0.577896	0.045043	0.000074	0.291310
-0.321123	-0.756414	0.050048	-0.000003	0.290760
-0.513426	-0.864495	0.055053	0.000039	0.290102
-0.436012	-1.025640	0.060058	0.000022	0.289410
-0.438922	-1.200158	0.065062	0.000023	0.288589
-0.768533	-1.313588	0.070067	0.000095	0.287791
-0.416697	-1.563137	0.075072	0.000018	0.286897
-1.177540	-1.627738	0.080077	0.000184	0.285976
-0.578111	-1.910122	0.085082	0.000053	0.285122
-1.006269	-2.061357	0.090086	0.000147	0.284053
-0.968690	-2.281535	0.095091	0.000139	0.283031
-2.427303	-2.252683	0.100096	0.000457	0.281972
-4.454367	-2.008787	0.105101	0.000900	0.281478
-4.406163	-2.114982	0.110106	0.000889	0.281006
-5.249857	-2.041859	0.115110	0.001073	0.280663
-5.287655	-2.086312	0.120115	0.001081	0.280417
-6.199700	-2.007119	0.125120	0.001280	0.280046
-6.050462	-2.063225	0.130125	0.001248	0.279898
-6.586136	-2.043150	0.135130	0.001365	0.279552
-6.951955	-2.019161	0.140134	0.001444	0.279365
-6.723421	-2.112372	0.145139	0.001394	0.279102
-8.068707	-1.953664	0.150144	0.001688	0.278756
-7.421326	-2.075684	0.155149	0.001547	0.278701
-8.358671	-1.969658	0.160154	0.001751	0.278437
-8.275738	-1.992938	0.165158	0.001733	0.278393
-8.418166	-2.024050	0.170163	0.001764	0.278123
-8.913685	-1.993676	0.175168	0.001872	0.277858
-8.949048	-2.024383	0.180173	0.001880	0.277679
-9.731883	-1.929006	0.185178	0.002051	0.277491
-9.258374	-2.049270	0.190182	0.001947	0.277299
-10.157674	-1.920035	0.195187	0.002143	0.277179
-9.881958	-2.031346	0.200192	0.002083	0.276865
-10.127111	-2.037941	0.205197	0.002137	0.276628
-10.729225	-1.966665	0.210202	0.002268	0.276473
-10.623147	-2.055742	0.215206	0.002245	0.276125
-11.537602	-1.938954	0.220211	0.002444	0.275930
-11.168523	-2.029259	0.225216	0.002364	0.275797
-11.904337	-1.941981	0.230221	0.002524	0.275608
-11.769322	-2.010273	0.235226	0.002495	0.275385
-12.154768	-1.996705	0.240230	0.002579	0.275128
-12.655794	-1.930876	0.245235	0.002688	0.275030
-12.229610	-2.073689	0.250240	0.002595	0.274685
-13.263186	-1.955714	0.255245	0.002821	0.274395
-13.091310	-2.005827	0.260250	0.002783	0.274293
-13.933028	-1.902419	0.265254	0.002967	0.274093
-13.380107	-2.034369	0.270259	0.002846	0.273908
-13.891285	-2.018021	0.275264	0.002957	0.273556
-14.229453	-1.995891	0.280269	0.003031	0.273379
-14.270780	-2.049113	0.285274	0.003040	0.273080
-15.238085	-1.932263	0.290278	0.003251	0.272839
-15.004792	-1.989621	0.295283	0.003200	0.272752
-15.763537	-1.907616	0.300288	0.003366	0.272515
-15.160145	-2.044163	0.305293	0.003234	0.272349
-16.235972	-1.903068	0.310298	0.003469	0.272136
-16.298457	-1.941002	0.315302	0.003482	0.271894
-15.798330	-2.063076	0.320307	0.003373	0.271711
-17.285387	-1.836449	0.325312	0.003698	0.271573
-16.597822	-2.027189	0.330317	0.003548	0.271208
-17.192271	-1.976047	0.335322	0.003677	0.270955
-17.532378	-1.949543	0.340326	0.003751	0.270797
-17.323123	-2.042481	0.345331	0.003706	0.270511
-18.085384	-1.940028	0.350336	0.003872	0.270371
-17.904315	-2.031481	0.355341	0.003832	0.270068
-18.845940	-1.925920	0.360346	0.004038	0.269789
-18.560550	-1.995603	0.365350	0.003976	0.269685
-18.952896	-1.985145	0.370355	0.004061	0.269400
-19.224723	-1.989059	0.375360	0.004120	0.269146
-19.332402	-2.023202	0.380365	0.004144	0.268881
-20.113519	-1.909690	0.385370	0.004314	0.268780
-19.750661	-2.034646	0.390374	0.004235	0.268463
-20.507176	-1.963104	0.395379	0.004400	0.268171
-20.675728	-1.945310	0.400384	0.004437	0.268115
-20.910189	-1.957575	0.405389	0.004488	0.267850
-20.778592	-2.016708	0.410394	0.004459	0.267665
-21.583224	-1.956139	0.415398	0.004635	0.267274
-21.858269	-1.920737	0.420403	0.004695	0.267215
-21.695501	-2.000382	0.425408	0.004659	0.266953
-22.703668	-1.869659	0.430413	0.004879	0.266741
-22.353318	-1.959807	0.435418	0.004803	0.266587
-22.662625	-1.957277	0.440422	0.004870	0.266331
-23.057629	-1.909731	0.445427	0.004956	0.266229
-22.976565	-1.987840	0.450432	0.004938	0.265902
-23.811649	-1.895938	0.455437	0.005121	0.265642
-23.557139	-1.952671	0.460442	0.005065	0.265575
-23.821057	-1.975481	0.465446	0.005123	0.265228
-24.244365	-1.937859	0.470451	0.005215	0.265050
-24.192963	-2.003599	0.475456	0.005204	0.264759
-24.946574	-1.938009	0.480461	0.005368	0.264434
-24.769787	-1.998526	0.485466	0.005330	0.264279
-25.641329	-1.883131	0.490470	0.005520	0.264106
-25.087888	-2.039337	0.495475	0.005399	0.263790
-26.024337	-1.940147	0.500480	0.005603	0.263477
-26.227029	-1.933207	0.505485	0.005647	0.263334
-26.007802	-2.018253	0.510490	0.005599	0.263089
-26.994024	-1.893182	0.515494	0.005815	0.262864
-26.458168	-2.021333	0.520499	0.005698	0.262676
-27.434665	-1.914691	0.525504	0.005911	0.262364
-27.133633	-2.001062	0.530509	0.005845	0.262184
-27.667222	-1.961952	0.535514	0.005961	0.261914
-27.645941	-2.015254	0.540518	0.005957	0.261657
-28.482395	-1.932803	0.545523	0.006139	0.261343
-28.726053	-1.903236	0.550528	0.006192	0.261280
-28.298607	-2.028077	0.555533	0.006099	0.261012
-29.270277	-1.924003	0.560538	0.006311	0.260689
-29.117367	-1.972237	0.565542	0.006278	0.260574
-29.561165	-1.928905	0.570547	0.006374	0.260404
-29.594558	-1.983172	0.575552	0.006382	0.260092
-30.016486	-1.962895	0.580557	0.006474	0.259821
-30.325669	-1.931103	0.585562	0.006541	0.259711
-30.393463	-1.992934	0.590566	0.006556	0.259328
-31.096140	-1.908607	0.595571	0.006709	0.259140
-30.848853	-1.979446	0.600576	0.006655	0.258991
-31.610743	-1.915007	0.605581	0.006821	0.258645
-31.189676	-2.018469	0.610586	0.006729	0.258481
-32.100540	-1.917662	0.615590	0.006928	0.258192
-31.654285	-2.029561	0.620595	0.006831	0.258005
-32.620375	-1.935723	0.625600	0.007041	0.257630
-32.697320	-1.941555	0.630605	0.007058	0.257530
-32.667708	-2.003283	0.635610	0.007052	0.257231
-33.435565	-1.929155	0.640614	0.007219	0.256929
