Wed Jun 08 15:11:13 2022

Number of Points = 5608
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
-1.046902	-0.044855	0.000000	0.000033	0.264962

-1.592874	0.111137	0.005005	0.000152	0.265256
-1.047562	0.013327	0.010010	0.000034	0.265233
-0.885977	-0.069728	0.015014	-0.000001	0.264968
-1.387901	-0.032551	0.020019	0.000110	0.264736
-0.834804	-0.165136	0.025024	-0.000011	0.264553
-0.512039	-0.308171	0.030029	-0.000080	0.264134
-1.111346	-0.317222	0.035034	0.000051	0.263602
-1.005066	-0.419756	0.040038	0.000029	0.263198
-0.571433	-0.621088	0.045043	-0.000065	0.262589
-0.450387	-0.796361	0.050048	-0.000091	0.261848
-1.516230	-0.757938	0.055053	0.000142	0.261156
-1.802757	-0.821211	0.060058	0.000205	0.260614
-1.695578	-0.957102	0.065062	0.000183	0.260046
-2.700114	-0.907616	0.070067	0.000403	0.259453
-3.204954	-0.920763	0.075072	0.000513	0.258969
-3.022304	-1.039397	0.080077	0.000474	0.258544
-2.950056	-1.170990	0.085082	0.000459	0.257962
-2.794400	-1.337642	0.090086	0.000426	0.257278
-2.621829	-1.519239	0.095091	0.000389	0.256534
-3.055014	-1.609216	0.100096	0.000484	0.255728
-4.017354	-1.586484	0.105101	0.000695	0.255029
-4.256741	-1.662074	0.110106	0.000748	0.254453
-3.863640	-1.867422	0.115110	0.000663	0.253769
-4.413625	-1.921664	0.120115	0.000783	0.253033
-4.294978	-2.093366	0.125120	0.000758	0.252279
-4.032370	-2.310384	0.130125	0.000702	0.251420
-5.024107	-2.309380	0.135130	0.000919	0.250575
-5.584633	-2.347878	0.140134	0.001042	0.249899
-5.030146	-2.591853	0.145139	0.000921	0.249147
-5.165537	-2.748217	0.150144	0.000952	0.248240
-7.597034	-2.469936	0.155149	0.001483	0.247541
-8.873693	-2.315812	0.160154	0.001762	0.247213
-9.923423	-2.135345	0.165158	0.001992	0.247215
-9.863666	-2.145418	0.170163	0.001979	0.247213
-10.203315	-2.085995	0.175168	0.002054	0.247217
-9.865197	-2.144829	0.180173	0.001981	0.247210
-7.867177	-2.572652	0.185178	0.001546	0.246771
-9.993299	-2.307765	0.190182	0.002010	0.246266
-9.801934	-2.398521	0.195187	0.001969	0.245968
-9.685152	-2.490516	0.200192	0.001944	0.245598
-10.258070	-2.466441	0.205197	0.002070	0.245217
-10.361531	-2.525771	0.210202	0.002093	0.244821
-11.376116	-2.426791	0.215206	0.002315	0.244436
-11.285747	-2.488787	0.220211	0.002296	0.244194
-12.870098	-2.232010	0.225216	0.002642	0.244119
-12.774755	-2.289988	0.230221	0.002622	0.243902
-12.976027	-2.252901	0.235226	0.002667	0.243913
-13.180816	-2.241060	0.240230	0.002712	0.243792
-12.913542	-2.330844	0.245235	0.002654	0.243562
-14.125636	-2.138156	0.250240	0.002920	0.243484
-13.017497	-2.361626	0.255245	0.002678	0.243307
-13.054479	-2.407569	0.260250	0.002687	0.243035
-13.189264	-2.493127	0.265254	0.002717	0.242472
-13.274451	-2.553649	0.270259	0.002736	0.242080
-14.827052	-2.355891	0.275264	0.003076	0.241726
-15.035739	-2.345170	0.280269	0.003122	0.241594
-14.802737	-2.422382	0.285274	0.003072	0.241397
-16.053815	-2.258716	0.290278	0.003345	0.241133
-15.303417	-2.410070	0.295283	0.003182	0.241011
-16.380165	-2.238112	0.300288	0.003418	0.240945
-16.315817	-2.303615	0.305293	0.003404	0.240658
-15.745946	-2.426822	0.310298	0.003281	0.240522
-16.982043	-2.297541	0.315302	0.003551	0.240090
-16.071489	-2.492147	0.320307	0.003353	0.239885
-17.240633	-2.364500	0.325312	0.003609	0.239503
-16.692147	-2.510406	0.330317	0.003490	0.239228
-16.595911	-2.611546	0.335322	0.003469	0.238781
-19.151993	-2.225617	0.340326	0.004028	0.238508
-18.142084	-2.427167	0.345331	0.003808	0.238355
-18.858953	-2.321018	0.350336	0.003965	0.238265
-19.143407	-2.286615	0.355341	0.004028	0.238188
-18.735384	-2.411202	0.360346	0.003939	0.237896
-19.644563	-2.285943	0.365350	0.004138	0.237734
-19.858648	-2.281397	0.370355	0.004186	0.237562
-19.324583	-2.414203	0.375360	0.004070	0.237341
-20.117781	-2.351442	0.380365	0.004243	0.236952
-20.537388	-2.318686	0.385370	0.004336	0.236743
-20.494705	-2.350289	0.390374	0.004327	0.236612
-20.077176	-2.486567	0.395379	0.004236	0.236265
-19.882478	-2.605116	0.400384	0.004195	0.235810
-20.991887	-2.488657	0.405389	0.004437	0.235416
-21.635737	-2.434960	0.410394	0.004578	0.235113
-21.843341	-2.446461	0.415398	0.004624	0.234859
-22.692357	-2.313186	0.420403	0.004810	0.234792
-22.522669	-2.396378	0.425408	0.004774	0.234500
-21.067229	-2.704160	0.430413	0.004457	0.234183
-23.791202	-2.300711	0.435418	0.005052	0.233845
-22.814589	-2.507247	0.440422	0.004839	0.233631
-24.038069	-2.316351	0.445427	0.005107	0.233529
-23.948652	-2.386953	0.450432	0.005088	0.233229
-24.174633	-2.357407	0.455437	0.005138	0.233177
-24.590324	-2.333173	0.460442	0.005229	0.232922
-23.293577	-2.617868	0.465446	0.004947	0.232581
-24.608544	-2.459131	0.470451	0.005235	0.232221
-24.173030	-2.613669	0.475456	0.005140	0.231785
-25.390046	-2.469456	0.480461	0.005407	0.231436
-26.710503	-2.261211	0.485466	0.005695	0.231337
