Wed Jun 08 16:23:39 2022

Number of Points = 5620
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
-0.392764	0.062774	0.000000	0.000083	0.278619

-0.243874	0.038444	0.005005	0.000050	0.278624
-0.107400	-0.013371	0.010010	0.000020	0.278496
-0.273958	-0.024996	0.015014	0.000057	0.278315
-0.425756	-0.031348	0.020019	0.000090	0.278169
-0.474077	-0.059760	0.025024	0.000101	0.278004
-0.613241	-0.101265	0.030029	0.000131	0.277709
-0.523021	-0.178505	0.035034	0.000111	0.277430
-0.461161	-0.282321	0.040038	0.000098	0.277008
-0.235198	-0.417911	0.045043	0.000049	0.276569
-0.390750	-0.522173	0.050048	0.000083	0.275975
-0.280761	-0.663081	0.055053	0.000059	0.275420
-0.443408	-0.782380	0.060058	0.000095	0.274750
-0.682111	-0.895645	0.065062	0.000147	0.274046
-0.791518	-1.027407	0.070067	0.000171	0.273357
-0.583864	-1.230477	0.075072	0.000126	0.272587
-0.529752	-1.432921	0.080077	0.000114	0.271697
-0.465047	-1.648263	0.085082	0.000100	0.270753
-0.293180	-1.898692	0.090086	0.000063	0.269728
-0.690540	-2.067321	0.095091	0.000150	0.268626
-0.686377	-2.300574	0.100096	0.000149	0.267538
-0.762079	-2.535176	0.105101	0.000166	0.266376
-0.574531	-2.819041	0.110106	0.000125	0.265188
-0.432953	-3.124504	0.115110	0.000094	0.263856
-0.442911	-3.418925	0.120115	0.000097	0.262445
-0.621728	-3.695086	0.125120	0.000136	0.260976
-0.943311	-3.929631	0.130125	0.000207	0.259581
-0.921018	-4.244413	0.135130	0.000202	0.258075
-0.769767	-4.590507	0.140134	0.000169	0.256515
-0.601276	-4.950587	0.145139	0.000133	0.254891
-0.448732	-5.335144	0.150144	0.000100	0.253122
-0.519690	-5.695609	0.155149	0.000115	0.251270
-0.688189	-6.038215	0.160154	0.000153	0.249410
-1.097483	-6.342269	0.165158	0.000242	0.247523
-1.187075	-6.689773	0.170163	0.000262	0.245679
-1.285567	-7.044363	0.175168	0.000284	0.243776
-0.983202	-7.481925	0.180173	0.000218	0.241784
-0.845972	-7.904684	0.185178	0.000188	0.239705
-0.937472	-8.307563	0.190182	0.000209	0.237506
-1.153169	-8.683893	0.195187	0.000256	0.235315
-1.297306	-9.076193	0.200192	0.000288	0.233083
-1.344239	-9.483392	0.205197	0.000299	0.230839
-1.127274	-9.948252	0.210202	0.000252	0.228505
-0.974835	-10.421933	0.215206	0.000219	0.226036
-1.051527	-10.858215	0.220211	0.000236	0.223530
-1.245591	-11.279957	0.225216	0.000278	0.220964
-1.667743	-11.654760	0.230221	0.000371	0.218412
-1.915569	-12.050594	0.235226	0.000425	0.215882
-44.884020	-4.831433	0.240230	0.009802	0.215076
-55.333399	-0.601006	0.245235	0.012080	0.228881
-53.512844	0.189038	0.250240	0.011682	0.234845
-22.615527	-3.480865	0.255245	0.004939	0.243332
-41.736114	0.548971	0.260250	0.009111	0.247212
-18.181961	-2.853226	0.265254	0.003971	0.250373
-24.615169	-1.134705	0.270259	0.005374	0.253451
-21.418080	-1.536497	0.275264	0.004676	0.254167
-14.741241	-2.281556	0.280269	0.003219	0.256118
-21.368093	-1.154474	0.285274	0.004665	0.256087
-12.870615	-2.447537	0.290278	0.002811	0.256870
-19.728235	-1.234365	0.295283	0.004307	0.257067
-13.674736	-2.268454	0.300288	0.002986	0.257072
-16.971594	-1.662819	0.305293	0.003706	0.257276
-15.646312	-1.969228	0.310298	0.003417	0.256887
-15.067812	-2.052844	0.315302	0.003290	0.256962
-17.901750	-1.648535	0.320307	0.003909	0.256569
-15.603487	-2.023091	0.325312	0.003407	0.256659
-17.590826	-1.712203	0.330317	0.003841	0.256518
-16.626739	-1.932005	0.335322	0.003631	0.256249
-17.903892	-1.725917	0.340326	0.003910	0.256188
-18.147363	-1.692174	0.345331	0.003963	0.256149
-16.855540	-1.963047	0.350336	0.003681	0.255905
-16.964345	-2.030576	0.355341	0.003705	0.255482
-17.258385	-2.054458	0.360346	0.003769	0.255118
-17.433432	-2.137250	0.365350	0.003807	0.254563
-19.025138	-1.907016	0.370355	0.004155	0.254356
-19.668378	-1.855595	0.375360	0.004295	0.254067
-20.120674	-1.731554	0.380365	0.004394	0.254297
-19.374932	-1.929088	0.385370	0.004231	0.253951
-18.977663	-2.034932	0.390374	0.004145	0.253764
-20.186806	-1.898188	0.395379	0.004409	0.253417
-20.651694	-1.867408	0.400384	0.004510	0.253176
-21.398575	-1.754979	0.405389	0.004673	0.253100
-21.327292	-1.767702	0.410394	0.004658	0.253097
-20.890284	-1.857408	0.415398	0.004562	0.253023
-20.673707	-1.975332	0.420403	0.004515	0.252621
-20.687448	-2.032665	0.425408	0.004518	0.252325
-22.264388	-1.854835	0.430413	0.004862	0.251867
-21.806983	-1.954568	0.435418	0.004763	0.251760
-23.134161	-1.772049	0.440422	0.005052	0.251538
-23.067334	-1.781835	0.445427	0.005038	0.251546
-22.338652	-1.957929	0.450432	0.004879	0.251290
-22.387987	-2.040288	0.455437	0.004890	0.250836
-23.644785	-1.871224	0.460442	0.005164	0.250606
-24.464354	-1.773925	0.465446	0.005343	0.250391
-23.758182	-1.887716	0.470451	0.005189	0.250426
-25.147013	-1.666943	0.475456	0.005492	0.250342
-24.754008	-1.784261	0.480461	0.005406	0.250091
-23.647030	-2.004597	0.485466	0.005165	0.249935
-23.987178	-2.067315	0.490470	0.005239	0.249327
-23.812997	-2.192228	0.495475	0.005201	0.248848
-25.391025	-2.004199	0.500480	0.005546	0.248435
-25.914782	-1.973303	0.505485	0.005660	0.248138
-26.723843	-1.838312	0.510490	0.005837	0.248121
-26.363569	-1.948450	0.515494	0.005758	0.247875
-24.755176	-2.287531	0.520499	0.005407	0.247551
-26.968562	-2.028258	0.525504	0.005890	0.246946
-27.788353	-1.901533	0.530509	0.006069	0.246877
-28.982178	-1.692331	0.535514	0.006330	0.246902
-27.824808	-1.885265	0.540518	0.006077	0.246928
-29.539237	-1.571258	0.545523	0.006451	0.247033
-27.123525	-2.035929	0.550528	0.005924	0.246771
-27.666180	-2.006985	0.555533	0.006043	0.246446
-29.035237	-1.860819	0.560538	0.006342	0.245998
-28.061374	-2.052003	0.565542	0.006129	0.245872
-29.970321	-1.773946	0.570547	0.006546	0.245624
-28.922353	-2.004194	0.575552	0.006317	0.245364
-30.338020	-1.761090	0.580557	0.006626	0.245368
-30.178253	-1.852345	0.585562	0.006591	0.245041
-29.339809	-2.034896	0.590566	0.006409	0.244841
-31.286022	-1.786884	0.595571	0.006833	0.244405
-30.759935	-1.897701	0.600576	0.006719	0.244298
-31.281295	-1.805682	0.605581	0.006832	0.244312
-31.413423	-1.866094	0.610586	0.006861	0.243885
-31.436811	-1.884925	0.615590	0.006866	0.243768
-30.861620	-2.053296	0.620595	0.006741	0.243407
-31.171880	-2.078301	0.625600	0.006809	0.243004
-32.754441	-1.891983	0.630605	0.007154	0.242568
-32.971071	-1.865037	0.635610	0.007202	0.242515
-32.754673	-1.917922	0.640614	0.007154	0.242433
-33.965131	-1.752197	0.645619	0.007419	0.242219
-32.470442	-2.062460	0.650624	0.007093	0.241936
-33.847705	-1.893810	0.655629	0.007393	0.241588
-33.208958	-2.052187	0.660634	0.007254	0.241333
-34.165018	-1.958241	0.665638	0.007463	0.240971
-34.950251	-1.863897	0.670643	0.007634	0.240762
-35.050703	-1.870905	0.675648	0.007656	0.240636
-36.297999	-1.655154	0.680653	0.007928	0.240648
-35.629453	-1.769526	0.685658	0.007782	0.240648
-34.959679	-1.915696	0.690662	0.007636	0.240483
-35.025153	-1.979355	0.695667	0.007651	0.240092
-36.309679	-1.826100	0.700672	0.007931	0.239744
-36.218476	-1.871771	0.705677	0.007911	0.239586
-37.529982	-1.677331	0.710682	0.008197	0.239429
-36.832365	-1.813020	0.715686	0.008045	0.239343
-37.905953	-1.651573	0.720691	0.008280	0.239226
-36.387922	-1.966850	0.725696	0.007948	0.238935
-37.462635	-1.833687	0.730701	0.008183	0.238668
-37.870554	-1.826710	0.735706	0.008272	0.238338
-37.780669	-1.892849	0.740710	0.008252	0.238070
-39.096703	-1.704054	0.745715	0.008540	0.237878
-39.062998	-1.711894	0.750720	0.008532	0.237867
-37.922237	-1.967163	0.755725	0.008284	0.237550
-37.666360	-2.122392	0.760730	0.008228	0.236960
-37.632440	-2.236987	0.765734	0.008221	0.236383
-38.974229	-2.112868	0.770739	0.008513	0.235822
-39.868236	-2.026570	0.775744	0.008709	0.235467
-40.945576	-1.852065	0.780749	0.008944	0.235414
-40.780817	-1.916554	0.785754	0.008908	0.235221
-40.283794	-2.033346	0.790758	0.008799	0.235051
-41.319100	-1.941324	0.795763	0.009025	0.234596
-41.402308	-1.921423	0.800768	0.009044	0.234626
-42.331039	-1.794546	0.805773	0.009246	0.234454
-42.368093	-1.788530	0.810778	0.009255	0.234453
-43.275993	-1.662723	0.815782	0.009453	0.234294
-41.570393	-1.969704	0.820787	0.009081	0.234213
-42.026345	-1.971862	0.825792	0.009180	0.233783
-42.809379	-1.887469	0.830797	0.009351	0.233516
-41.837005	-2.142436	0.835802	0.009139	0.233040
-43.517620	-1.899949	0.840806	0.009506	0.232796
-44.023539	-1.878691	0.845811	0.009616	0.232444
-43.107662	-2.059016	0.850816	0.009416	0.232316
-44.323065	-1.918364	0.855821	0.009682	0.231952
-42.973592	-2.229171	0.860826	0.009387	0.231519
-44.114217	-2.101966	0.865830	0.009636	0.231150
-46.067793	-1.838214	0.870835	0.010063	0.230766
-45.242965	-1.964042	0.875840	0.009883	0.230850
-47.319180	-1.618967	0.880845	0.010336	0.230794
-46.301102	-1.803387	0.885850	0.010114	0.230738
-46.596468	-1.760259	0.890854	0.010178	0.230698
-45.830032	-1.918398	0.895859	0.010011	0.230551
-46.019145	-1.936545	0.900864	0.010052	0.230276
-46.781151	-1.878674	0.905869	0.010219	0.229880
-47.027381	-1.873225	0.910874	0.010273	0.229679
-46.615643	-1.998577	0.915878	0.010183	0.229379
-47.765826	-1.847185	0.920883	0.010434	0.229130
-47.119698	-2.037099	0.925888	0.010293	0.228695
-46.950084	-2.117321	0.930893	0.010256	0.228413
-48.842461	-1.880585	0.935898	0.010669	0.227934
-47.769170	-2.105711	0.940902	0.010435	0.227705
-50.469866	-1.669914	0.945907	0.011024	0.227559
-49.482843	-1.866465	0.950912	0.010809	0.227407
-50.031877	-1.747702	0.955917	0.010929	0.227543
-50.379683	-1.746240	0.960922	0.011005	0.227223
-48.218884	-2.147633	0.965926	0.010533	0.227048
-50.582840	-1.810286	0.970931	0.011049	0.226676
-49.820082	-2.030590	0.975936	0.010883	0.226178
-51.574088	-1.754688	0.980941	0.011266	0.226043
-51.752974	-1.726747	0.985946	0.011305	0.226028
-51.344978	-1.809773	0.990950	0.011216	0.225954
-52.023684	-1.734153	0.995955	0.011364	0.225729
-50.597024	-2.034760	1.000960	0.011053	0.225415
-52.046395	-1.837584	1.005965	0.011369	0.225131
-52.481774	-1.816264	1.010970	0.011464	0.224834
-52.596936	-1.810269	1.015974	0.011489	0.224757
-53.780945	-1.651823	1.020979	0.011748	0.224510
-52.091864	-1.966909	1.025984	0.011379	0.224364
-53.076613	-1.884333	1.030989	0.011594	0.223883
-52.363867	-2.090996	1.035994	0.011439	0.223407
-53.845795	-1.890605	1.040998	0.011762	0.223108
-54.221642	-1.890523	1.046003	0.011844	0.222745
-53.885317	-1.985964	1.051008	0.011771	0.222532
-55.327834	-1.777070	1.056013	0.012086	0.222317
-54.478156	-1.957294	1.061018	0.011901	0.222120
-54.509200	-2.019468	1.066022	0.011907	0.221738
-55.237065	-1.967500	1.071027	0.012066	0.221327
-56.668251	-1.769951	1.076032	0.012379	0.221057
-55.941144	-1.893244	1.081037	0.012220	0.221064
-57.035886	-1.751885	1.086042	0.012459	0.220802
-57.260564	-1.723149	1.091046	0.012508	0.220746
-56.446300	-1.867254	1.096051	0.012330	0.220719
-55.850495	-2.039269	1.101056	0.012201	0.220321
-56.953656	-1.926206	1.106061	0.012441	0.219888
-57.494219	-1.893932	1.111066	0.012559	0.219544
-57.905853	-1.852579	1.116070	0.012649	0.219377
-58.261798	-1.845783	1.121075	0.012727	0.219066
-58.145648	-1.895377	1.126080	0.012702	0.218896
-57.408131	-2.091918	1.131085	0.012541	0.218492
-58.765738	-1.935317	1.136090	0.012837	0.218056
-59.310132	-1.872389	1.141094	0.012956	0.217881
-59.818552	-1.824338	1.146099	0.013067	0.217656
