Wed Jun 08 15:46:14 2022

Number of Points = 5620
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
-0.449330	0.044337	0.000000	0.000059	0.272104

-0.476699	0.049091	0.005005	0.000066	0.272103
-0.356503	0.030444	0.010010	0.000040	0.272110
-0.291331	-0.024382	0.015014	0.000026	0.271907
-0.344162	-0.052461	0.020019	0.000038	0.271734
-0.303691	-0.122331	0.025024	0.000030	0.271442
-0.188043	-0.223822	0.030029	0.000005	0.271063
-0.209582	-0.303906	0.035034	0.000010	0.270674
-0.384459	-0.378284	0.040038	0.000049	0.270189
-0.341104	-0.492993	0.045043	0.000040	0.269689
-0.536252	-0.580816	0.050048	0.000083	0.269123
-0.522631	-0.718570	0.055053	0.000080	0.268490
-0.336431	-0.896452	0.060058	0.000040	0.267806
-0.359068	-1.053911	0.065062	0.000046	0.267048
-0.500298	-1.211149	0.070067	0.000077	0.266193
-0.504680	-1.386073	0.075072	0.000079	0.265363
-0.649600	-1.553302	0.080077	0.000111	0.264453
-0.754538	-1.736309	0.085082	0.000134	0.263497
-0.754383	-1.939874	0.090086	0.000135	0.262525
-0.629236	-2.189176	0.095091	0.000108	0.261433
-0.512553	-2.443162	0.100096	0.000083	0.260306
-0.633610	-2.675880	0.105101	0.000110	0.259081
-0.800989	-2.907017	0.110106	0.000147	0.257820
-0.758227	-3.180893	0.115110	0.000139	0.256519
-1.056669	-3.398766	0.120115	0.000204	0.255199
-0.987123	-3.687541	0.125120	0.000190	0.253834
-2.161910	-3.772055	0.130125	0.000447	0.252418
-14.561073	-1.647315	0.135130	0.003153	0.252436
-7.536706	-2.629233	0.140134	0.001620	0.253523
-10.682223	-2.025396	0.145139	0.002307	0.253847
-7.449232	-2.533827	0.150144	0.001602	0.254065
-8.358531	-2.379542	0.155149	0.001801	0.254057
-7.961238	-2.479722	0.160154	0.001715	0.253896
-7.392793	-2.634438	0.165158	0.001591	0.253610
-7.491325	-2.695932	0.170163	0.001613	0.253221
-8.510934	-2.598037	0.175168	0.001836	0.252840
-8.997016	-2.561115	0.180173	0.001943	0.252609
-10.697821	-2.271037	0.185178	0.002314	0.252604
-11.191760	-2.143239	0.190182	0.002422	0.252817
-11.172770	-2.116992	0.195187	0.002419	0.252962
-10.615047	-2.181088	0.200192	0.002297	0.253115
-10.970171	-2.121148	0.205197	0.002375	0.253109
-11.022995	-2.165919	0.210202	0.002387	0.252841
-9.937410	-2.389479	0.215206	0.002151	0.252651
-11.185715	-2.209127	0.220211	0.002424	0.252485
-10.402020	-2.422190	0.225216	0.002253	0.252091
-9.647024	-2.640843	0.230221	0.002089	0.251643
-9.670052	-2.783918	0.235226	0.002094	0.250908
-10.983699	-2.671214	0.240230	0.002382	0.250346
-11.563397	-2.668471	0.245235	0.002509	0.249861
-12.307749	-2.604718	0.250240	0.002672	0.249540
-13.994526	-2.345946	0.255245	0.003040	0.249388
-14.168830	-2.313905	0.260250	0.003079	0.249398
-14.073190	-2.331847	0.265254	0.003058	0.249388
-14.384013	-2.278460	0.270259	0.003126	0.249388
-15.169857	-2.142241	0.275264	0.003298	0.249395
-14.366992	-2.279387	0.280269	0.003123	0.249394
-14.453744	-2.277794	0.285274	0.003143	0.249326
-16.095376	-2.034653	0.290278	0.003502	0.249135
-13.308066	-2.522265	0.295283	0.002894	0.249078
-14.076593	-2.503610	0.300288	0.003062	0.248508
-12.785651	-2.870288	0.305293	0.002781	0.247769
-13.977643	-2.796713	0.310298	0.003041	0.247107
-14.927453	-2.767938	0.315302	0.003249	0.246426
-15.514748	-2.741916	0.320307	0.003378	0.246045
-17.454945	-2.428804	0.325312	0.003802	0.245947
-17.016767	-2.544846	0.330317	0.003706	0.245736
-17.650764	-2.455123	0.335322	0.003845	0.245638
-18.387976	-2.329928	0.340326	0.004007	0.245632
-18.828444	-2.253562	0.345331	0.004103	0.245635
-19.056356	-2.210251	0.350336	0.004153	0.245656
-19.523525	-2.073718	0.355341	0.004256	0.245943
-19.282854	-2.113704	0.360346	0.004204	0.245947
-18.664947	-2.235034	0.365350	0.004069	0.245866
-18.082757	-2.388503	0.370355	0.003943	0.245589
-18.136737	-2.456593	0.375360	0.003955	0.245192
-18.229806	-2.542129	0.380365	0.003976	0.244671
-18.544557	-2.565932	0.385370	0.004045	0.244271
-19.072950	-2.596149	0.390374	0.004161	0.243649
-19.787804	-2.521547	0.395379	0.004317	0.243402
-20.572585	-2.435521	0.400384	0.004489	0.243151
-20.270596	-2.540448	0.405389	0.004423	0.242874
-21.160768	-2.452224	0.410394	0.004618	0.242541
