Wed Jun 08 15:25:13 2022

Number of Points = 5623
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
-0.695573	-0.000153	0.000000	0.000048	0.256977

-0.774430	0.024155	0.005005	0.000066	0.257027
-0.980637	0.020807	0.010010	0.000112	0.256835
-0.754479	-0.020007	0.015014	0.000063	0.256821
-0.568121	-0.080342	0.020019	0.000024	0.256678
-0.823764	-0.093193	0.025024	0.000080	0.256398
-1.089430	-0.098525	0.030029	0.000139	0.256146
-0.953273	-0.183409	0.035034	0.000110	0.255841
-1.000643	-0.247431	0.040038	0.000122	0.255484
-0.819277	-0.361261	0.045043	0.000083	0.255073
-0.943809	-0.449036	0.050048	0.000111	0.254533
-0.803899	-0.593338	0.055053	0.000082	0.253935
-0.855481	-0.721393	0.060058	0.000094	0.253255
-0.871170	-0.866520	0.065062	0.000098	0.252518
-0.921295	-1.010326	0.070067	0.000110	0.251757
-0.854105	-1.191396	0.075072	0.000097	0.250907
-0.894710	-1.354140	0.080077	0.000107	0.250053
-0.804291	-1.568072	0.085082	0.000088	0.249052
-0.972447	-1.747753	0.090086	0.000126	0.247997
-1.121782	-1.926620	0.095091	0.000159	0.246957
-1.393011	-2.093303	0.100096	0.000220	0.245869
-1.665388	-2.247025	0.105101	0.000280	0.244841
-1.721710	-2.453342	0.110106	0.000293	0.243728
-2.054188	-2.616001	0.115110	0.000367	0.242592
-4.119053	-2.437072	0.120115	0.000819	0.241685
-5.052017	-2.399556	0.125120	0.001023	0.241047
-5.261365	-2.454968	0.130125	0.001070	0.240568
-6.430886	-2.333999	0.135130	0.001326	0.240151
-6.732537	-2.343641	0.140134	0.001393	0.239827
-6.835144	-2.369493	0.145139	0.001416	0.239596
-6.830263	-2.446879	0.150144	0.001416	0.239191
-6.446581	-2.610033	0.155149	0.001333	0.238676
-7.687165	-2.477806	0.160154	0.001605	0.238251
-7.425250	-2.590794	0.165158	0.001549	0.237888
-8.480564	-2.469783	0.170163	0.001780	0.237570
-8.255328	-2.591586	0.175168	0.001732	0.237126
-8.830371	-2.540412	0.180173	0.001858	0.236872
-9.955362	-2.393095	0.185178	0.002105	0.236629
-9.775400	-2.448888	0.190182	0.002066	0.236492
-10.354256	-2.383246	0.195187	0.002194	0.236311
-10.352491	-2.392534	0.200192	0.002194	0.236260
-10.450637	-2.424755	0.205197	0.002216	0.235995
-11.284750	-2.292787	0.210202	0.002399	0.235934
-11.184123	-2.356294	0.215206	0.002378	0.235684
-10.298761	-2.539745	0.220211	0.002186	0.235511
-11.913189	-2.339441	0.225216	0.002539	0.235102
-10.064087	-2.717884	0.230221	0.002137	0.234767
-11.267654	-2.606678	0.235226	0.002400	0.234256
-11.875549	-2.578383	0.240230	0.002534	0.233846
-13.325930	-2.349264	0.245235	0.002851	0.233740
-12.829921	-2.472101	0.250240	0.002744	0.233532
-12.718842	-2.522070	0.255245	0.002721	0.233362
-14.090583	-2.339472	0.260250	0.003021	0.233077
-12.989706	-2.569907	0.265254	0.002782	0.232847
-14.036261	-2.437342	0.270259	0.003011	0.232592
-13.858108	-2.507000	0.275264	0.002973	0.232377
-14.262819	-2.497321	0.280269	0.003062	0.232051
-14.332182	-2.533430	0.285274	0.003078	0.231788
-14.539074	-2.553278	0.290278	0.003125	0.231485
-14.835922	-2.547287	0.295283	0.003190	0.231238
-14.741851	-2.643675	0.300288	0.003171	0.230798
-15.498664	-2.561674	0.305293	0.003337	0.230535
-17.207721	-2.279742	0.310298	0.003711	0.230474
-16.101315	-2.505108	0.315302	0.003470	0.230274
-17.113885	-2.354555	0.320307	0.003692	0.230146
-17.331714	-2.353691	0.325312	0.003740	0.229944
-16.210498	-2.557426	0.330317	0.003497	0.229875
-18.512237	-2.228947	0.335322	0.004000	0.229513
-17.820281	-2.348744	0.340326	0.003850	0.229502
-18.891903	-2.163706	0.345331	0.004085	0.229507
-17.598869	-2.424153	0.350336	0.003803	0.229289
-17.481527	-2.478136	0.355341	0.003779	0.229100
-18.389195	-2.413024	0.360346	0.003978	0.228601
-16.904126	-2.746596	0.365350	0.003655	0.228161
-18.904437	-2.500157	0.370355	0.004092	0.227629
-19.042814	-2.529306	0.375360	0.004123	0.227333
-19.838521	-2.452131	0.380365	0.004298	0.227003
-20.662931	-2.311983	0.385370	0.004479	0.226994
-19.539580	-2.541558	0.390374	0.004234	0.226784
-20.357934	-2.470276	0.395379	0.004414	0.226399
-20.149891	-2.574681	0.400384	0.004369	0.226013
-20.860101	-2.473289	0.405389	0.004525	0.225897
-23.040793	-2.126951	0.410394	0.005002	0.225743
-21.238265	-2.445179	0.415398	0.004610	0.225686
-21.617340	-2.397561	0.420403	0.004693	0.225586
-21.534884	-2.479355	0.425408	0.004676	0.225205
-21.932337	-2.468627	0.430413	0.004764	0.224881
-22.220787	-2.475559	0.435418	0.004828	0.224563
-21.918854	-2.596092	0.440422	0.004763	0.224174
-22.856483	-2.493581	0.445427	0.004968	0.223845
-22.792676	-2.572194	0.450432	0.004956	0.223461
-22.764897	-2.633302	0.455437	0.004950	0.223140
-22.521915	-2.772367	0.460442	0.004898	0.222587
-24.245291	-2.526874	0.465446	0.005275	0.222304
-25.264300	-2.404158	0.470451	0.005499	0.222007
-25.497389	-2.364149	0.475456	0.005550	0.222004
-26.790632	-2.126399	0.480461	0.005834	0.222092
-25.678687	-2.274286	0.485466	0.005592	0.222328
-26.135746	-2.214958	0.490470	0.005692	0.222217
-24.361731	-2.581411	0.495475	0.005306	0.221859
-25.122359	-2.535117	0.500480	0.005473	0.221379
-25.120635	-2.612202	0.505485	0.005474	0.220939
-26.255565	-2.484645	0.510490	0.005722	0.220556
-25.954474	-2.608974	0.515494	0.005658	0.220137
-25.945543	-2.667727	0.520499	0.005657	0.219807
-28.332460	-2.305526	0.525504	0.006178	0.219537
-26.758241	-2.613384	0.530509	0.005836	0.219314
-28.657061	-2.304252	0.535514	0.006251	0.219218
-28.467867	-2.387123	0.540518	0.006211	0.218925
-28.763813	-2.337550	0.545523	0.006276	0.218915
-29.578578	-2.236237	0.550528	0.006455	0.218691
-28.385758	-2.439404	0.555533	0.006196	0.218693
-29.620385	-2.277349	0.560538	0.006466	0.218406
-29.338200	-2.366214	0.565542	0.006405	0.218169
-29.332065	-2.396742	0.570547	0.006405	0.217995
-29.418394	-2.440305	0.575552	0.006425	0.217655
-28.492635	-2.682437	0.580557	0.006224	0.217168
-30.867779	-2.350518	0.585562	0.006743	0.216731
-30.548401	-2.436040	0.590566	0.006674	0.216548
-30.963088	-2.395432	0.595571	0.006766	0.216368
-31.038950	-2.432281	0.600576	0.006783	0.216074
-31.811917	-2.348476	0.605581	0.006953	0.215788
-31.703696	-2.380349	0.610586	0.006930	0.215706
-32.045896	-2.351189	0.615590	0.007006	0.215531
-31.857032	-2.440867	0.620595	0.006965	0.215192
-32.864202	-2.318951	0.625600	0.007186	0.214893
-32.657333	-2.392461	0.630605	0.007142	0.214666
-32.173885	-2.508832	0.635610	0.007037	0.214465
-33.092560	-2.432306	0.640614	0.007239	0.213988
-32.890523	-2.512473	0.645619	0.007195	0.213716
-34.306401	-2.336502	0.650624	0.007505	0.213321
-33.282340	-2.540258	0.655629	0.007283	0.213150
-33.954435	-2.467539	0.660634	0.007430	0.212896
-33.605214	-2.624256	0.665638	0.007355	0.212319
-33.886788	-2.646614	0.670643	0.007418	0.211897
-35.211036	-2.491067	0.675648	0.007708	0.211471
-35.816310	-2.424083	0.680653	0.007841	0.211249
-36.706294	-2.287135	0.685658	0.008036	0.211152
-36.949215	-2.250190	0.690662	0.008090	0.211121
-36.352435	-2.349862	0.695667	0.007960	0.211131
-36.252471	-2.389974	0.700672	0.007939	0.210990
-36.571023	-2.386067	0.705677	0.008010	0.210685
-36.101635	-2.518849	0.710682	0.007908	0.210368
-36.704560	-2.483434	0.715686	0.008041	0.209958
-37.192300	-2.466968	0.720691	0.008148	0.209553
-37.930222	-2.383688	0.725696	0.008310	0.209290
-37.448403	-2.502171	0.730701	0.008206	0.209070
-37.566994	-2.556211	0.735706	0.008233	0.208618
-38.556822	-2.432308	0.740710	0.008450	0.208339
-38.584679	-2.475185	0.745715	0.008457	0.208048
-39.385008	-2.388488	0.750720	0.008632	0.207739
-39.887412	-2.306474	0.755725	0.008743	0.207711
-39.096303	-2.482197	0.760730	0.008571	0.207463
-40.370282	-2.324342	0.765734	0.008850	0.207093
-39.834077	-2.442848	0.770739	0.008734	0.206927
-40.282649	-2.396411	0.775744	0.008833	0.206738
-41.093848	-2.302834	0.780749	0.009011	0.206458
-41.387382	-2.273372	0.785754	0.009076	0.206327
-40.773956	-2.412717	0.790758	0.008943	0.206114
-40.752801	-2.465518	0.795763	0.008939	0.205810
-40.116294	-2.663382	0.800768	0.008801	0.205263
-41.118551	-2.567877	0.805773	0.009021	0.204792
-41.729528	-2.535088	0.810778	0.009155	0.204347
-42.076792	-2.537303	0.815782	0.009232	0.203963
-42.889932	-2.442755	0.820787	0.009410	0.203683
-42.951290	-2.468669	0.825792	0.009425	0.203454
-43.557260	-2.381805	0.830797	0.009558	0.203345
-43.848935	-2.376163	0.835802	0.009622	0.203066
-43.517560	-2.466387	0.840806	0.009551	0.202855
-44.606566	-2.319793	0.845811	0.009789	0.202603
-44.885811	-2.301003	0.850816	0.009851	0.202419
-44.499347	-2.382479	0.855821	0.009768	0.202319
-45.026367	-2.325958	0.860826	0.009884	0.202105
-44.174373	-2.522950	0.865830	0.009699	0.201783
-44.090995	-2.621932	0.870835	0.009682	0.201251
-44.700656	-2.599975	0.875840	0.009816	0.200731
-45.476267	-2.522517	0.880845	0.009986	0.200380
-46.112037	-2.445610	0.885850	0.010126	0.200175
