Wed Jun 08 15:32:13 2022

Number of Points = 5614
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
-0.375604	0.045926	0.000000	0.000073	0.260824

-0.202041	0.004208	0.005005	0.000036	0.260763
-0.245635	-0.031843	0.010010	0.000046	0.260551
-0.381541	-0.008806	0.015014	0.000077	0.260548
-0.321117	-0.042462	0.020019	0.000064	0.260433
-0.160340	-0.122463	0.025024	0.000030	0.260178
-0.082285	-0.208997	0.030029	0.000013	0.259822
-0.162739	-0.281091	0.035034	0.000032	0.259405
-0.360725	-0.347721	0.040038	0.000076	0.258916
-0.380940	-0.439240	0.045043	0.000081	0.258453
-0.500224	-0.526019	0.050048	0.000107	0.257930
-0.615753	-0.627008	0.055053	0.000133	0.257340
-0.425656	-0.787678	0.060058	0.000093	0.256712
-0.464267	-0.934577	0.065062	0.000102	0.255959
-0.221939	-1.123610	0.070067	0.000050	0.255232
-0.292455	-1.295767	0.075072	0.000066	0.254323
-0.488472	-1.448609	0.080077	0.000109	0.253399
-0.571913	-1.626887	0.085082	0.000128	0.252442
-0.721965	-1.800617	0.090086	0.000162	0.251447
-0.845135	-1.974156	0.095091	0.000190	0.250472
-0.932208	-2.169042	0.100096	0.000209	0.249417
-0.805536	-2.412831	0.105101	0.000183	0.248295
-1.038281	-2.605528	0.110106	0.000234	0.247115
-1.146404	-2.822339	0.115110	0.000259	0.245915
-1.326979	-3.024074	0.120115	0.000299	0.244723
-1.844511	-3.178029	0.125120	0.000413	0.243474
-7.345243	-2.393753	0.130125	0.001614	0.242662
-5.020288	-2.770194	0.135130	0.001107	0.242770
-8.434988	-2.270704	0.140134	0.001853	0.242329
-5.752366	-2.721809	0.145139	0.001268	0.242367
-8.726639	-2.243783	0.150144	0.001918	0.242205
-6.670024	-2.634753	0.155149	0.001470	0.242000
-7.232129	-2.569661	0.160154	0.001593	0.241836
-7.880711	-2.558314	0.165158	0.001735	0.241316
-7.135018	-2.716020	0.170163	0.001573	0.241157
-8.533731	-2.569723	0.175168	0.001879	0.240670
-7.936040	-2.706129	0.180173	0.001749	0.240489
-9.230755	-2.558497	0.185178	0.002033	0.240100
-8.919277	-2.648345	0.190182	0.001965	0.239907
-10.117686	-2.471016	0.195187	0.002227	0.239759
-9.575305	-2.604110	0.200192	0.002110	0.239546
-10.195035	-2.524802	0.205197	0.002246	0.239403
-10.710241	-2.489486	0.210202	0.002359	0.239123
-11.462299	-2.361072	0.215206	0.002524	0.239119
-10.198550	-2.606643	0.220211	0.002248	0.238962
-10.561082	-2.610336	0.225216	0.002328	0.238614
-10.221013	-2.756693	0.230221	0.002255	0.238148
-11.026566	-2.683801	0.235226	0.002431	0.237803
-11.448570	-2.701883	0.240230	0.002524	0.237323
-11.301132	-2.770734	0.245235	0.002492	0.237090
-13.219043	-2.511645	0.250240	0.002912	0.236721
-12.005394	-2.761616	0.255245	0.002648	0.236494
-13.791190	-2.463460	0.260250	0.003038	0.236452
-13.786225	-2.513984	0.265254	0.003037	0.236186
-13.215353	-2.596622	0.270259	0.002914	0.236263
-14.930956	-2.354811	0.275264	0.003289	0.235985
-13.043358	-2.696470	0.280269	0.002877	0.235883
-15.646925	-2.289453	0.285274	0.003446	0.235675
-13.439110	-2.697252	0.290278	0.002965	0.235513
-14.101979	-2.624931	0.295283	0.003110	0.235291
-14.584631	-2.653168	0.300288	0.003216	0.234697
-14.033718	-2.810464	0.305293	0.003097	0.234357
-15.288942	-2.680244	0.310298	0.003372	0.233901
-15.075232	-2.771137	0.315302	0.003326	0.233607
-16.593452	-2.579239	0.320307	0.003658	0.233239
-15.854010	-2.732975	0.325312	0.003497	0.233090
-16.671971	-2.627057	0.330317	0.003676	0.232903
-16.797461	-2.664169	0.335322	0.003704	0.232585
-17.385039	-2.581038	0.340326	0.003833	0.232488
-18.938907	-2.346007	0.345331	0.004173	0.232318
-18.183160	-2.452345	0.350336	0.004008	0.232440
-19.841208	-2.166683	0.355341	0.004371	0.232447
-18.599215	-2.354320	0.360346	0.004101	0.232579
-18.471390	-2.398392	0.365350	0.004073	0.232457
-18.455864	-2.457209	0.370355	0.004071	0.232150
-17.458076	-2.704651	0.375360	0.003854	0.231733
-18.279299	-2.665010	0.380365	0.004033	0.231183
-18.711292	-2.665473	0.385370	0.004128	0.230776
-18.899924	-2.705206	0.390374	0.004170	0.230381
-19.557879	-2.668142	0.395379	0.004315	0.229967
-20.543627	-2.526984	0.400384	0.004530	0.229814
-20.933647	-2.518071	0.405389	0.004616	0.229495
-21.071900	-2.494086	0.410394	0.004647	0.229494
